p H,DO,BOD,COD,SS,TN, T P,TOC,WT,EC,TC,NH3N,PO4P,Chla,FC,Flow,Rain
7.4 ,8.7 ,2.3 ,9.2 ,38.7 ,2.155 ,0.197 ,6.5 ,22.7 ,120 ,19000 ,0.102 ,0.131 ,10.0 ,4200 ,117.544 ,257.9 
7.6 ,7.9 ,1.6 ,5.8 ,4.5 ,2.582 ,0.087 ,4.9 ,24.3 ,265 ,3000 ,0.061 ,0.077 ,7.8 ,400 ,6.001 ,22.4 
7.5 ,9.2 ,4.7 ,8.7 ,8.5 ,1.117 ,0.095 ,6.5 ,30.3 ,302 ,1000 ,0.008 ,0.055 ,49.5 ,140 ,4.752 ,4.9 
7.3 ,6.6 ,5.1 ,13.3 ,7.4 ,1.285 ,0.134 ,8.5 ,29.4 ,402 ,700 ,0.011 ,0.061 ,29.0 ,30 ,2.066 ,0.0 
7.6 ,7.7 ,4.1 ,10.9 ,10.1 ,0.992 ,0.113 ,7.8 ,30.0 ,293 ,1500 ,0.011 ,0.046 ,52.3 ,230 ,4.448 ,0.0 
7.7 ,8.5 ,3.2 ,10.5 ,7.7 ,1.251 ,0.107 ,7.5 ,29.6 ,356 ,200 ,0.013 ,0.042 ,35.0 ,30 ,0.854 ,0.0 
7.0 ,6.3 ,2.4 ,7.3 ,5.0 ,1.113 ,0.107 ,6.0 ,27.8 ,251 ,1800 ,0.071 ,0.068 ,11.6 ,410 ,4.952 ,18.8 
7.3 ,6.7 ,2.5 ,8.1 ,6.5 ,1.238 ,0.087 ,7.0 ,27.3 ,497 ,500 ,0.009 ,0.028 ,21.4 ,10 ,0.889 ,0.0 
6.6 ,8.2 ,1.9 ,7.6 ,18.4 ,1.995 ,0.145 ,5.2 ,22.9 ,117 ,26000 ,0.020 ,0.061 ,3.0 ,4100 ,121.808 ,277.9 
7.5 ,9.1 ,1.5 ,4.8 ,8.6 ,2.214 ,0.133 ,4.0 ,24.3 ,159 ,17000 ,0.023 ,0.069 ,1.6 ,3100 ,19.254 ,100.4 
7.6 ,10.7 ,1.8 ,4.8 ,5.6 ,1.822 ,0.062 ,5.0 ,23.4 ,163 ,6300 ,0.007 ,0.025 ,10.6 ,1100 ,11.438 ,98.7 
7.3 ,8.4 ,3.0 ,6.6 ,10.9 ,1.574 ,0.056 ,4.0 ,24.0 ,164 ,9100 ,0.005 ,0.030 ,49.6 ,1800 ,10.998 ,9.3 
7.6 ,10.5 ,1.9 ,5.0 ,4.4 ,2.077 ,0.076 ,5.0 ,20.8 ,243 ,3100 ,0.087 ,0.021 ,12.1 ,280 ,4.129 ,20.7 
8.3 ,11.4 ,3.3 ,7.5 ,6.6 ,1.902 ,0.092 ,6.8 ,19.2 ,285 ,1200 ,0.110 ,0.019 ,27.3 ,370 ,3.354 ,0.0 
7.8 ,12.3 ,1.1 ,4.8 ,9.2 ,1.718 ,0.093 ,4.8 ,18.1 ,202 ,24000 ,0.012 ,0.059 ,3.6 ,4100 ,15.491 ,111.8 
7.7 ,10.6 ,1.2 ,4.7 ,3.3 ,2.084 ,0.061 ,4.1 ,15.6 ,243 ,2800 ,0.009 ,0.042 ,4.0 ,360 ,4.312 ,4.3 
8.2 ,10.7 ,1.8 ,5.5 ,4.5 ,2.090 ,0.073 ,5.5 ,14.6 ,312 ,3100 ,0.014 ,0.016 ,7.1 ,250 ,3.632 ,0.0 
8.1 ,11.3 ,2.6 ,6.4 ,4.4 ,2.051 ,0.072 ,5.3 ,13.4 ,319 ,13000 ,0.014 ,0.013 ,27.1 ,600 ,4.001 ,8.8 
7.8 ,7.7 ,2.0 ,5.5 ,4.9 ,2.122 ,0.095 ,7.2 ,12.1 ,355 ,2100 ,0.008 ,0.017 ,20.9 ,160 ,0.884 ,0.1 
6.9 ,9.5 ,1.6 ,6.5 ,8.5 ,1.976 ,0.128 ,5.0 ,13.1 ,251 ,14000 ,0.036 ,0.072 ,11.9 ,700 ,3.706 ,36.6 
7.4 ,11.1 ,1.7 ,6.7 ,4.4 ,1.971 ,0.065 ,5.6 ,9.7 ,310 ,2900 ,0.004 ,0.027 ,20.6 ,210 ,2.980 ,3.4 
7.7 ,13.1 ,1.8 ,4.6 ,4.0 ,2.069 ,0.064 ,5.3 ,9.7 ,302 ,1300 ,0.005 ,0.035 ,18.9 ,170 ,1.709 ,7.2 
7.6 ,10.7 ,2.8 ,5.2 ,6.9 ,2.005 ,0.072 ,5.3 ,10.5 ,313 ,15000 ,0.008 ,0.019 ,54.6 ,4000 ,3.941 ,0.0 
8.2 ,14.3 ,1.6 ,4.2 ,3.2 ,2.383 ,0.068 ,5.0 ,3.3 ,295 ,800 ,0.056 ,0.033 ,9.8 ,70 ,4.098 ,28.3 
7.3 ,14.4 ,1.3 ,3.9 ,3.8 ,2.938 ,0.076 ,4.5 ,4.4 ,330 ,900 ,0.153 ,0.046 ,4.5 ,60 ,3.644 ,1.1 
7.5 ,12.5 ,1.4 ,4.0 ,4.0 ,2.708 ,0.068 ,4.6 ,5.5 ,337 ,900 ,0.093 ,0.037 ,4.9 ,260 ,3.089 ,3.0 
8.3 ,9.9 ,1.1 ,4.5 ,2.9 ,2.610 ,0.072 ,4.8 ,2.3 ,360 ,900 ,0.105 ,0.016 ,6.5 ,140 ,2.906 ,0.0 
7.6 ,14.1 ,1.5 ,3.4 ,3.3 ,2.889 ,0.058 ,4.9 ,3.6 ,394 ,600 ,0.209 ,0.015 ,6.2 ,240 ,2.797 ,3.9 
7.6 ,12.5 ,1.7 ,3.9 ,4.6 ,2.801 ,0.080 ,3.4 ,3.4 ,341 ,280 ,0.046 ,0.018 ,18.8 ,140 ,2.528 ,2.2 
8.1 ,13.3 ,2.6 ,5.2 ,7.5 ,2.539 ,0.081 ,4.2 ,4.1 ,435 ,310 ,0.006 ,0.007 ,34.7 ,190 ,2.363 ,0.0 
8.3 ,12.1 ,2.3 ,7.1 ,9.1 ,2.664 ,0.092 ,5.3 ,5.7 ,338 ,2000 ,0.269 ,0.043 ,36.4 ,350 ,3.129 ,10.3 
7.2 ,13.2 ,2.8 ,5.7 ,5.0 ,2.739 ,0.097 ,4.8 ,3.0 ,351 ,2000 ,0.210 ,0.046 ,32.4 ,80 ,2.290 ,0.0 
8.1 ,14.2 ,2.9 ,6.6 ,10.7 ,2.420 ,0.111 ,6.1 ,3.6 ,305 ,400 ,0.020 ,0.009 ,31.6 ,150 ,2.738 ,0.0 
8.0 ,13.0 ,3.1 ,6.8 ,9.3 ,2.184 ,0.099 ,6.2 ,6.5 ,339 ,500 ,0.022 ,0.014 ,63.8 ,180 ,2.551 ,19.1 
8.3 ,11.9 ,4.5 ,8.4 ,17.5 ,1.778 ,0.117 ,7.2 ,10.6 ,352 ,5500 ,0.024 ,0.022 ,81.7 ,120 ,1.663 ,0.6 
8.0 ,11.9 ,4.3 ,9.0 ,13.6 ,1.848 ,0.184 ,7.2 ,9.4 ,362 ,2700 ,0.044 ,0.010 ,76.5 ,1200 ,2.259 ,9.9 
8.9 ,13.0 ,4.0 ,9.8 ,19.0 ,1.730 ,0.182 ,7.9 ,9.7 ,335 ,1200 ,0.024 ,0.010 ,70.7 ,3 ,1.744 ,1.9 
8.3 ,13.3 ,4.8 ,8.7 ,17.8 ,1.657 ,0.196 ,7.0 ,8.4 ,300 ,800 ,0.050 ,0.013 ,79.0 ,60 ,2.339 ,20.7 
8.5 ,11.4 ,4.0 ,8.6 ,17.3 ,1.246 ,0.138 ,5.5 ,9.9 ,334 ,1200 ,0.041 ,0.011 ,32.6 ,8 ,1.744 ,1.4 
8.3 ,13.1 ,4.1 ,8.8 ,12.6 ,1.564 ,0.151 ,7.8 ,15.3 ,330 ,30 ,0.357 ,0.012 ,89.6 ,4 ,2.154 ,8.9 
8.2 ,9.0 ,3.8 ,8.3 ,12.8 ,1.651 ,0.144 ,7.5 ,13.0 ,381 ,100 ,0.263 ,0.008 ,55.9 ,12 ,1.711 ,38.7 
8.1 ,9.3 ,5.9 ,12.6 ,14.0 ,1.232 ,0.214 ,9.3 ,19.7 ,236 ,210 ,0.018 ,0.015 ,60.9 ,92 ,2.202 ,0.5 
7.9 ,10.0 ,3.7 ,9.1 ,10.8 ,1.326 ,0.159 ,5.0 ,17.4 ,292 ,13000 ,0.146 ,0.054 ,25.0 ,3600 ,6.405 ,36.3 
8.4 ,8.9 ,4.1 ,8.9 ,14.3 ,0.864 ,0.128 ,6.9 ,17.6 ,230 ,520 ,0.022 ,0.011 ,64.7 ,82 ,2.105 ,0.3 
8.0 ,9.1 ,3.9 ,8.6 ,9.1 ,1.331 ,0.142 ,7.2 ,22.1 ,475 ,280 ,0.110 ,0.014 ,47.8 ,85 ,1.056 ,0.0 
7.4 ,7.1 ,2.7 ,9.0 ,14.9 ,1.760 ,0.158 ,6.0 ,19.9 ,194 ,3700 ,0.338 ,0.061 ,25.1 ,520 ,6.579 ,49.3 
8.3 ,7.5 ,4.1 ,8.9 ,26.9 ,2.050 ,0.194 ,7.5 ,19.2 ,211 ,27000 ,0.616 ,0.079 ,24.7 ,2200 ,11.052 ,27.5 
6.9 ,8.4 ,3.9 ,8.8 ,10.8 ,2.040 ,0.149 ,7.8 ,22.2 ,221 ,2900 ,0.267 ,0.057 ,16.6 ,490 ,6.849 ,2.0 
6.9 ,7.4 ,3.4 ,9.4 ,13.4 ,1.863 ,0.185 ,7.4 ,22.5 ,226 ,4800 ,0.232 ,0.078 ,11.4 ,2900 ,7.835 ,32.7 
6.9 ,7.8 ,2.8 ,9.6 ,7.2 ,1.868 ,0.137 ,7.1 ,22.5 ,320 ,2100 ,0.119 ,0.042 ,16.4 ,23 ,2.227 ,16.0 
7.0 ,10.8 ,3.9 ,11.2 ,10.6 ,1.509 ,0.104 ,9.1 ,25.5 ,242 ,1800 ,0.091 ,0.035 ,23.5 ,350 ,4.404 ,0.8 
7.6 ,6.1 ,4.5 ,10.2 ,11.0 ,2.417 ,0.154 ,8.0 ,23.8 ,204 ,2300 ,0.329 ,0.112 ,8.3 ,760 ,7.985 ,108.5 
7.9 ,10.5 ,3.7 ,8.5 ,8.0 ,1.382 ,0.102 ,8.2 ,27.8 ,221 ,36000 ,0.033 ,0.050 ,21.0 ,6100 ,6.799 ,12.4 
6.9 ,6.8 ,2.0 ,6.5 ,5.6 ,1.300 ,0.075 ,6.4 ,26.5 ,255 ,1200 ,0.009 ,0.039 ,8.4 ,420 ,4.022 ,38.8 
7.0 ,7.4 ,1.3 ,6.0 ,10.9 ,2.203 ,0.077 ,4.4 ,24.7 ,180 ,20000 ,0.058 ,0.057 ,3.5 ,4300 ,15.345 ,103.5 
6.7 ,7.9 ,1.5 ,6.2 ,17.2 ,1.978 ,0.102 ,5.3 ,24.8 ,220 ,30000 ,0.088 ,0.062 ,4.8 ,4400 ,30.941 ,73.7 
7.3 ,8.9 ,3.3 ,6.9 ,6.6 ,1.222 ,0.096 ,6.3 ,29.4 ,236 ,36000 ,0.004 ,0.005 ,44.7 ,500 ,3.542 ,13.8 
6.8 ,6.9 ,3.5 ,8.1 ,9.3 ,1.037 ,0.106 ,7.1 ,27.8 ,217 ,4300 ,0.080 ,0.059 ,20.3 ,2500 ,9.793 ,17.1 
7.0 ,7.5 ,2.1 ,10.8 ,5.8 ,0.763 ,0.072 ,8.8 ,26.9 ,242 ,1100 ,0.010 ,0.039 ,11.9 ,350 ,4.263 ,2.1 
6.8 ,8.0 ,1.4 ,5.9 ,4.9 ,1.499 ,0.080 ,5.6 ,24.4 ,182 ,6500 ,0.060 ,0.058 ,5.6 ,3900 ,9.197 ,35.9 
7.6 ,7.4 ,1.6 ,6.3 ,2.9 ,1.854 ,0.069 ,5.8 ,22.9 ,287 ,5200 ,0.057 ,0.045 ,4.8 ,3000 ,9.837 ,15.6 
7.0 ,7.6 ,1.6 ,6.5 ,5.0 ,1.715 ,0.096 ,4.5 ,24.8 ,241 ,3800 ,0.032 ,0.082 ,2.7 ,2600 ,10.477 ,57.7 
7.0 ,7.0 ,1.7 ,5.2 ,4.6 ,1.501 ,0.080 ,3.8 ,25.1 ,290 ,3900 ,0.038 ,0.054 ,10.2 ,530 ,4.004 ,0.3 
7.3 ,9.3 ,1.6 ,6.1 ,5.5 ,2.122 ,0.079 ,4.1 ,19.5 ,157 ,31000 ,0.028 ,0.066 ,4.2 ,7100 ,19.172 ,101.9 
7.3 ,9.5 ,1.5 ,4.6 ,2.9 ,1.452 ,0.061 ,3.7 ,23.5 ,207 ,5500 ,0.030 ,0.037 ,10.7 ,2900 ,8.912 ,0.0 
7.1 ,11.5 ,1.1 ,4.1 ,4.2 ,2.174 ,0.066 ,2.6 ,19.8 ,159 ,23000 ,0.071 ,0.042 ,3.7 ,5900 ,13.890 ,141.5 
8.2 ,11.2 ,1.0 ,4.0 ,3.1 ,2.472 ,0.056 ,2.9 ,15.2 ,289 ,2100 ,0.016 ,0.038 ,2.6 ,290 ,3.902 ,7.4 
7.5 ,9.3 ,1.2 ,4.8 ,4.4 ,1.553 ,0.040 ,3.0 ,17.9 ,250 ,7300 ,0.030 ,0.012 ,12.5 ,5200 ,6.455 ,1.0 
7.7 ,9.0 ,2.0 ,5.4 ,4.6 ,1.671 ,0.031 ,4.6 ,14.4 ,309 ,900 ,0.006 ,0.002 ,21.4 ,330 ,2.997 ,0.0 
7.8 ,9.4 ,3.9 ,7.6 ,11.3 ,1.662 ,0.083 ,7.4 ,14.8 ,365 ,760 ,0.009 ,0.008 ,85.9 ,210 ,2.106 ,0.0 
7.5 ,9.2 ,2.5 ,6.4 ,9.1 ,2.016 ,0.076 ,5.9 ,12.1 ,290 ,5500 ,0.110 ,0.040 ,12.2 ,3400 ,3.788 ,9.8 
8.0 ,9.4 ,3.8 ,6.8 ,16.2 ,2.124 ,0.087 ,5.7 ,12.8 ,275 ,17000 ,0.067 ,0.036 ,41.4 ,4600 ,5.937 ,5.3 
7.8 ,10.3 ,3.5 ,7.0 ,9.1 ,2.094 ,0.063 ,6.9 ,10.8 ,342 ,4200 ,0.012 ,0.018 ,61.4 ,710 ,2.458 ,7.7 
7.9 ,10.7 ,4.4 ,6.2 ,8.3 ,2.071 ,0.038 ,6.0 ,8.4 ,319 ,13000 ,0.039 ,0.026 ,51.4 ,3500 ,5.455 ,18.3 
7.9 ,12.7 ,3.0 ,5.6 ,5.7 ,2.426 ,0.053 ,5.3 ,4.2 ,340 ,600 ,0.006 ,0.010 ,21.6 ,220 ,3.114 ,0.0 
8.2 ,12.2 ,2.4 ,4.9 ,7.1 ,2.735 ,0.059 ,4.7 ,6.6 ,369 ,2400 ,0.029 ,0.014 ,36.0 ,140 ,3.848 ,0.1 
7.6 ,11.9 ,1.7 ,3.8 ,3.0 ,2.996 ,0.071 ,3.5 ,4.5 ,348 ,2400 ,0.233 ,0.048 ,3.1 ,170 ,2.840 ,2.6 
