p H,DO,BOD,COD,SS,TN, T P,TOC,WT,EC,TC,NH3N,PO4P,Chla,FC,Flow,,,,,
7.4 ,6.1 ,5.0 ,10.6 ,20.3 ,6.001 ,0.110 ,7.8 ,24.8 ,368 ,8600 ,3.520 ,0.026 ,21.3 ,2800 ,37.798 ,,,,,
7.8 ,9.4 ,7.8 ,12.0 ,28.7 ,5.649 ,0.142 ,10.2 ,26.5 ,382 ,12000 ,3.005 ,0.033 ,99.6 ,2300 ,32.553 ,,,,,
7.8 ,7.8 ,6.1 ,12.3 ,23.1 ,6.321 ,0.151 ,9.1 ,27.4 ,415 ,2100 ,3.950 ,0.021 ,35.8 ,1000 ,29.788 ,,,,,
7.5 ,5.8 ,6.0 ,14.8 ,150.2 ,3.140 ,0.377 ,9.9 ,23.7 ,132 ,130000 ,0.586 ,0.169 ,5.2 ,18000 ,272.642 ,,,,,
7.5 ,4.6 ,5.0 ,8.8 ,15.7 ,6.418 ,0.229 ,7.1 ,24.9 ,306 ,200000 ,3.707 ,0.191 ,13.3 ,53000 ,40.088 ,,,,,
7.9 ,9.0 ,6.1 ,9.9 ,9.0 ,5.317 ,0.115 ,7.6 ,31.2 ,362 ,5000 ,3.237 ,0.060 ,27.4 ,1800 ,11.473 ,,,,,
8.4 ,13.2 ,8.9 ,13.3 ,16.5 ,6.737 ,0.148 ,9.3 ,31.2 ,441 ,2100 ,3.942 ,0.022 ,156.1 ,720 ,8.048 ,,,,,
8.7 ,13.3 ,8.8 ,15.9 ,26.6 ,6.113 ,0.202 ,10.9 ,32.4 ,375 ,1700 ,2.794 ,0.039 ,150.6 ,510 ,9.710 ,,,,,
8.6 ,12.5 ,9.0 ,15.8 ,20.9 ,7.394 ,0.224 ,10.2 ,32.5 ,448 ,3300 ,3.814 ,0.026 ,174.7 ,850 ,7.253 ,,,,,
7.9 ,9.5 ,7.4 ,12.8 ,11.7 ,4.901 ,0.345 ,9.9 ,31.5 ,351 ,69000 ,4.074 ,0.224 ,54.6 ,10000 ,12.018 ,,,,,
8.4 ,10.2 ,7.1 ,13.5 ,12.2 ,5.998 ,0.124 ,8.8 ,29.8 ,455 ,1900 ,2.894 ,0.026 ,85.3 ,410 ,7.245 ,,,,,
6.9 ,6.7 ,3.3 ,9.6 ,48.1 ,1.878 ,0.215 ,6.6 ,24.3 ,116 ,57000 ,0.371 ,0.082 ,5.6 ,30000 ,217.329 ,,,,,
7.1 ,5.1 ,3.0 ,6.0 ,10.3 ,3.338 ,0.240 ,5.5 ,25.8 ,228 ,57000 ,1.545 ,0.136 ,2.6 ,26000 ,28.952 ,,,,,
7.1 ,5.2 ,3.6 ,7.7 ,6.8 ,5.606 ,0.194 ,6.0 ,24.8 ,307 ,180000 ,3.313 ,0.138 ,15.7 ,91000 ,14.625 ,,,,,
7.4 ,7.2 ,6.0 ,9.9 ,13.6 ,4.811 ,0.214 ,7.7 ,25.1 ,317 ,150000 ,3.057 ,0.136 ,54.3 ,110000 ,15.826 ,,,,,
7.6 ,10.0 ,6.4 ,11.3 ,10.4 ,5.748 ,0.110 ,7.4 ,22.3 ,324 ,16000 ,2.150 ,0.022 ,41.4 ,4500 ,11.305 ,,,,,
7.2 ,10.2 ,7.0 ,9.8 ,9.7 ,4.237 ,0.092 ,8.5 ,21.2 ,356 ,11000 ,2.362 ,0.026 ,72.8 ,3100 ,10.083 ,,,,,
7.1 ,6.3 ,4.2 ,8.8 ,14.9 ,3.402 ,0.323 ,7.5 ,19.7 ,194 ,120000 ,1.720 ,0.255 ,6.2 ,40000 ,27.903 ,,,,,
7.4 ,8.8 ,3.8 ,7.1 ,8.4 ,5.342 ,0.096 ,6.0 ,18.1 ,331 ,2700 ,2.109 ,0.034 ,27.3 ,2100 ,12.326 ,,,,,
7.5 ,9.5 ,4.1 ,7.1 ,7.8 ,5.273 ,0.138 ,6.9 ,17.1 ,382 ,3400 ,2.268 ,0.015 ,26.3 ,1100 ,5.575 ,,,,,
7.4 ,8.5 ,5.2 ,6.8 ,6.8 ,6.458 ,0.141 ,8.3 ,16.0 ,418 ,11000 ,3.527 ,0.018 ,36.2 ,3600 ,8.431 ,,,,,
7.8 ,9.7 ,4.2 ,7.6 ,5.4 ,5.767 ,0.155 ,7.6 ,14.6 ,431 ,6600 ,2.155 ,0.019 ,31.8 ,580 ,6.875 ,,,,,
7.5 ,6.0 ,5.9 ,10.9 ,13.4 ,5.008 ,0.394 ,9.5 ,15.1 ,380 ,120000 ,2.689 ,0.173 ,36.9 ,80000 ,11.748 ,,,,,
7.9 ,11.6 ,5.1 ,10.0 ,11.3 ,5.873 ,0.154 ,8.4 ,12.8 ,423 ,8100 ,2.429 ,0.046 ,73.2 ,1700 ,7.934 ,,,,,
7.8 ,11.5 ,5.3 ,10.2 ,12.1 ,6.104 ,0.134 ,8.9 ,11.1 ,424 ,30000 ,2.680 ,0.027 ,85.5 ,7300 ,7.336 ,,,,,
8.0 ,12.1 ,4.1 ,8.7 ,10.9 ,6.814 ,0.115 ,8.2 ,12.0 ,475 ,23000 ,2.495 ,0.026 ,77.5 ,12000 ,17.461 ,,,,,
7.9 ,11.2 ,4.2 ,8.7 ,9.3 ,6.078 ,0.231 ,8.7 ,6.0 ,442 ,41000 ,2.681 ,0.067 ,74.0 ,2500 ,11.589 ,,,,,
7.9 ,12.3 ,3.8 ,8.1 ,8.2 ,7.134 ,0.113 ,7.8 ,6.7 ,479 ,1800 ,2.610 ,0.022 ,45.8 ,90 ,14.400 ,,,,,
7.8 ,11.1 ,3.7 ,7.9 ,9.6 ,6.647 ,0.099 ,7.6 ,8.9 ,468 ,2100 ,2.436 ,0.035 ,51.3 ,170 ,7.536 ,,,,,
8.2 ,12.5 ,5.4 ,8.5 ,7.3 ,9.091 ,0.165 ,8.5 ,6.0 ,473 ,400 ,3.550 ,0.028 ,31.4 ,30 ,6.029 ,,,,,
7.5 ,12.1 ,3.5 ,7.4 ,10.1 ,9.184 ,0.171 ,8.0 ,7.6 ,475 ,220 ,3.591 ,0.037 ,44.7 ,26 ,6.814 ,,,,,
7.6 ,12.1 ,4.2 ,8.5 ,10.0 ,9.308 ,0.136 ,6.7 ,6.8 ,489 ,300 ,4.264 ,0.025 ,32.4 ,32 ,6.606 ,,,,,
7.8 ,13.3 ,5.5 ,11.4 ,13.0 ,9.210 ,0.145 ,8.9 ,6.5 ,503 ,2000 ,4.482 ,0.007 ,59.6 ,46 ,6.281 ,,,,,
7.4 ,8.9 ,6.6 ,14.2 ,20.8 ,5.577 ,0.246 ,11.3 ,8.1 ,394 ,11000 ,2.636 ,0.033 ,99.0 ,3900 ,7.706 ,,,,,
8.1 ,13.5 ,6.6 ,13.6 ,17.7 ,9.075 ,0.151 ,9.2 ,5.9 ,454 ,4200 ,4.231 ,0.019 ,121.4 ,130 ,6.805 ,,,,,
7.7 ,15.6 ,5.9 ,13.5 ,20.3 ,8.100 ,0.190 ,10.9 ,7.0 ,469 ,2700 ,4.253 ,0.009 ,92.2 ,80 ,6.763 ,,,,,
8.0 ,11.6 ,7.1 ,14.9 ,17.6 ,7.637 ,0.194 ,10.7 ,9.0 ,418 ,15000 ,3.988 ,0.012 ,148.2 ,620 ,7.848 ,,,,,
7.6 ,12.8 ,5.2 ,10.7 ,10.1 ,8.738 ,0.112 ,8.7 ,12.0 ,472 ,900 ,5.474 ,0.012 ,68.1 ,30 ,6.728 ,,,,,
7.5 ,8.7 ,6.0 ,12.2 ,11.5 ,9.938 ,0.181 ,9.3 ,12.1 ,487 ,59000 ,6.386 ,0.014 ,76.8 ,6200 ,6.155 ,,,,,
7.8 ,12.1 ,6.9 ,14.7 ,14.2 ,8.278 ,0.260 ,9.9 ,12.1 ,469 ,3500 ,5.685 ,0.016 ,80.5 ,100 ,5.857 ,,,,,
8.1 ,8.0 ,5.9 ,12.4 ,12.8 ,6.130 ,0.223 ,8.0 ,11.8 ,387 ,27000 ,3.033 ,0.066 ,41.4 ,800 ,16.455 ,,,,,
8.1 ,8.6 ,5.5 ,11.3 ,22.4 ,8.005 ,0.200 ,8.9 ,12.2 ,471 ,6300 ,3.618 ,0.024 ,24.1 ,130 ,18.307 ,,,,,
8.2 ,7.9 ,7.2 ,15.6 ,21.2 ,8.106 ,0.580 ,11.1 ,14.8 ,380 ,53000 ,5.769 ,0.268 ,26.0 ,9500 ,13.035 ,,,,,
9.0 ,11.8 ,5.8 ,12.5 ,28.5 ,5.834 ,0.349 ,8.8 ,13.7 ,374 ,23000 ,3.224 ,0.019 ,84.0 ,1300 ,21.184 ,,,,,
8.4 ,10.1 ,5.8 ,12.7 ,18.0 ,6.980 ,0.253 ,8.5 ,20.2 ,412 ,2200 ,4.554 ,0.021 ,70.5 ,240 ,14.510 ,,,,,
7.8 ,6.8 ,5.8 ,12.2 ,59.1 ,3.922 ,0.407 ,8.3 ,15.6 ,234 ,310000 ,2.428 ,0.156 ,16.2 ,61000 ,25.249 ,,,,,
8.6 ,10.1 ,4.7 ,9.7 ,13.5 ,6.186 ,0.147 ,7.3 ,19.4 ,410 ,3600 ,3.514 ,0.023 ,41.1 ,250 ,7.723 ,,,,,
7.5 ,12.4 ,5.5 ,11.9 ,12.3 ,6.702 ,0.192 ,8.4 ,21.6 ,451 ,1500 ,4.021 ,0.019 ,79.0 ,220 ,5.984 ,,,,,
7.3 ,5.6 ,4.3 ,9.7 ,10.7 ,4.323 ,0.181 ,7.0 ,20.9 ,290 ,7000 ,1.271 ,0.038 ,42.5 ,1600 ,13.853 ,,,,,
7.0 ,4.3 ,4.5 ,9.8 ,16.5 ,3.150 ,0.269 ,8.0 ,20.4 ,246 ,240000 ,1.763 ,0.101 ,35.9 ,76000 ,36.764 ,,,,,
7.6 ,8.4 ,6.3 ,13.5 ,16.4 ,4.318 ,0.195 ,10.9 ,22.9 ,322 ,1400 ,2.490 ,0.016 ,68.7 ,360 ,21.386 ,,,,,
7.7 ,4.7 ,5.4 ,11.1 ,10.8 ,3.511 ,0.247 ,8.0 ,24.1 ,295 ,30000 ,2.037 ,0.085 ,34.6 ,1300 ,21.006 ,,,,,
8.2 ,8.2 ,6.9 ,14.9 ,13.2 ,4.374 ,0.225 ,8.6 ,24.4 ,334 ,4700 ,2.197 ,0.009 ,77.6 ,21 ,7.440 ,,,,,
7.9 ,4.8 ,6.8 ,14.4 ,16.9 ,5.528 ,0.132 ,9.3 ,26.0 ,347 ,40000 ,3.397 ,0.037 ,74.4 ,7800 ,8.625 ,,,,,
7.2 ,3.8 ,4.8 ,10.8 ,21.4 ,4.910 ,0.217 ,8.7 ,24.3 ,265 ,77000 ,2.785 ,0.150 ,8.3 ,74000 ,31.490 ,,,,,
7.3 ,6.7 ,4.8 ,14.6 ,14.6 ,4.727 ,0.127 ,10.7 ,27.1 ,329 ,1400 ,2.016 ,0.020 ,67.1 ,540 ,17.809 ,,,,,
8.7 ,7.4 ,4.4 ,10.4 ,14.9 ,4.924 ,0.163 ,11.1 ,26.4 ,323 ,42000 ,2.685 ,0.025 ,63.7 ,900 ,9.600 ,,,,,
8.1 ,4.7 ,3.5 ,8.3 ,8.1 ,3.651 ,0.154 ,8.1 ,26.6 ,201 ,72000 ,1.520 ,0.114 ,5.9 ,22000 ,41.395 ,,,,,
7.4 ,5.7 ,2.8 ,7.0 ,15.4 ,2.390 ,0.153 ,7.7 ,26.1 ,165 ,82000 ,0.633 ,0.088 ,4.3 ,29000 ,72.506 ,,,,,
7.7 ,8.6 ,4.6 ,10.0 ,9.0 ,3.816 ,0.165 ,5.9 ,30.2 ,326 ,1000 ,1.529 ,0.005 ,65.4 ,320 ,9.967 ,,,,,
7.2 ,4.6 ,3.1 ,12.8 ,39.7 ,3.724 ,0.305 ,11.0 ,27.3 ,230 ,210000 ,1.989 ,0.188 ,22.1 ,79000 ,155.564 ,,,,,
8.1 ,10.2 ,5.1 ,10.2 ,20.2 ,4.803 ,0.151 ,10.3 ,28.7 ,316 ,2400 ,1.756 ,0.019 ,106.9 ,800 ,12.800 ,,,,,
7.3 ,6.8 ,3.3 ,7.1 ,10.0 ,3.330 ,0.102 ,7.1 ,26.0 ,219 ,6200 ,1.024 ,0.040 ,15.3 ,12000 ,27.340 ,,,,,
7.3 ,7.7 ,3.8 ,6.4 ,8.7 ,3.690 ,0.078 ,4.9 ,24.3 ,280 ,7900 ,1.444 ,0.035 ,40.7 ,5700 ,36.966 ,,,,,
7.2 ,5.4 ,3.5 ,7.0 ,9.2 ,3.045 ,0.238 ,4.9 ,25.8 ,228 ,96000 ,1.189 ,0.178 ,5.4 ,15000 ,46.592 ,,,,,
8.0 ,10.1 ,4.6 ,8.1 ,6.1 ,3.832 ,0.072 ,5.5 ,27.3 ,289 ,2200 ,1.337 ,0.003 ,43.8 ,590 ,20.979 ,,,,,
7.3 ,7.0 ,2.8 ,6.6 ,11.5 ,2.883 ,0.162 ,4.4 ,20.0 ,152 ,150000 ,0.684 ,0.140 ,4.2 ,60000 ,73.722 ,,,,,
7.4 ,8.7 ,4.1 ,7.2 ,8.5 ,3.606 ,0.093 ,4.8 ,25.0 ,268 ,3300 ,1.034 ,0.007 ,47.8 ,2000 ,27.399 ,,,,,
7.5 ,7.3 ,1.2 ,4.7 ,5.3 ,3.397 ,0.079 ,3.1 ,21.3 ,219 ,6300 ,0.689 ,0.043 ,3.2 ,2400 ,43.254 ,,,,,
7.6 ,8.8 ,3.7 ,6.0 ,9.6 ,3.984 ,0.055 ,5.3 ,20.3 ,249 ,2000 ,0.906 ,0.017 ,29.4 ,280 ,27.438 ,,,,,
7.9 ,12.1 ,4.8 ,7.2 ,14.3 ,4.452 ,0.060 ,5.1 ,19.7 ,330 ,4100 ,0.940 ,0.002 ,65.9 ,650 ,20.164 ,,,,,
8.2 ,12.7 ,5.8 ,8.2 ,11.9 ,4.791 ,0.056 ,7.4 ,17.1 ,365 ,600 ,1.763 ,0.002 ,88.7 ,200 ,8.700 ,,,,,
7.9 ,11.9 ,5.9 ,9.3 ,14.0 ,6.094 ,0.071 ,8.4 ,17.5 ,398 ,520 ,1.886 ,0.033 ,86.0 ,130 ,6.814 ,,,,,
7.6 ,9.6 ,4.8 ,7.4 ,7.5 ,6.901 ,0.079 ,6.6 ,14.8 ,447 ,3900 ,2.949 ,0.064 ,26.9 ,390 ,4.900 ,,,,,
7.5 ,8.0 ,3.9 ,8.2 ,4.7 ,5.876 ,0.124 ,7.4 ,14.1 ,408 ,3700 ,3.189 ,0.108 ,32.8 ,510 ,42.926 ,,,,,
7.7 ,11.5 ,5.4 ,9.0 ,8.6 ,6.574 ,0.070 ,8.3 ,13.2 ,421 ,500 ,2.831 ,0.038 ,62.2 ,170 ,24.990 ,,,,,
7.5 ,9.2 ,5.1 ,9.5 ,12.0 ,7.876 ,0.223 ,8.3 ,11.6 ,487 ,52000 ,4.035 ,0.111 ,48.2 ,12000 ,19.678 ,,,,,
7.7 ,15.5 ,6.8 ,13.5 ,20.9 ,6.820 ,0.097 ,10.2 ,8.0 ,483 ,2300 ,2.805 ,0.004 ,99.5 ,310 ,9.533 ,,,,,
7.7 ,14.6 ,6.5 ,9.8 ,11.7 ,7.676 ,0.082 ,8.0 ,9.1 ,492 ,1100 ,2.929 ,0.010 ,74.6 ,150 ,10.534 ,,,,,
7.7 ,12.9 ,5.9 ,9.0 ,11.5 ,6.246 ,0.062 ,7.3 ,7.4 ,456 ,1500 ,2.222 ,0.002 ,58.8 ,210 ,10.533 ,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
