Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,Chla,TOC
14.6,7.7,9.9,6.2,7.8,7.7,191,3.408,2.245,0.231,0.132,0.020,62.5,5.7
18.6,8.5,12.6,3.2,6.4,8.5,229,1.839,1.345,0.032,0.083,0.008,28.5,4.7
16.3,6.5,9.1,3.2,8.0,19.6,196,2.360,1.747,0.110,0.151,0.021,12.8,6.1
18.7,7.3,13.4,1.5,4.9,8.4,260,2.119,1.648,0.106,0.081,0.002,6.2,3.9
20.8,8.3,13.1,1.7,5.2,5.6,225,1.856,1.330,0.078,0.052,0.009,4.7,4.1
18.1,7.6,13.3,2.1,5.9,7.5,237,1.776,1.118,0.103,0.064,0.027,10.6,4.0
18.6,7.1,10.0,3.9,7.0,17.6,179,1.711,0.895,0.236,0.119,0.053,27.3,5.4
21.5,6.6,13.2,4.9,8.8,42.1,193,2.838,1.179,0.395,0.158,0.027,50.7,6.6
22.2,6.6,7.6,4.0,8.6,32.2,181,2.314,1.489,0.201,0.171,0.059,18.4,6.8
21.5,7.0,8.3,5.0,7.9,32.0,205,3.205,1.506,0.396,0.203,0.056,13.2,7.1
23.9,7.0,11.1,2.7,7.1,22.6,174,2.237,1.476,0.116,0.121,0.048,9.8,5.8
24.6,7.0,7.6,2.4,7.6,13.5,200,1.967,1.230,0.150,0.104,0.045,11.0,5.8
24.1,7.2,9.1,2.9,8.5,18.8,211,2.702,1.800,0.128,0.116,0.028,8.7,6.5
24.7,7.1,7.1,2.9,6.2,24.5,182,2.580,1.599,0.129,0.131,0.047,4.4,5.0
26.9,7.9,9.9,2.5,5.8,6.2,205,1.806,1.553,0.076,0.073,0.041,13.1,4.4
25.8,7.5,10.6,1.5,6.1,6.1,217,1.673,1.075,0.082,0.083,0.049,6.1,4.4
29.3,6.8,8.7,1.9,5.7,7.5,158,1.294,0.733,0.081,0.115,0.050,12.0,4.1
27.9,7.4,8.9,2.6,6.6,16.9,182,2.140,1.259,0.137,0.167,0.078,14.5,6.0
28.2,7.4,8.3,1.5,5.8,6.6,167,1.106,0.562,0.061,0.105,0.038,5.4,4.7
28.9,7.2,7.8,1.5,6.6,4.3,165,0.704,0.336,0.065,0.095,0.061,5.6,4.3
22.2,7.6,8.0,1.1,5.9,4.1,174,1.216,0.785,0.060,0.098,0.047,2.4,4.4
24.2,7.1,7.5,3.2,7.4,41.8,111,2.099,1.455,0.128,0.197,0.075,8.0,6.7
21.5,6.8,10.2,1.7,7.2,25.3,157,2.594,1.645,0.118,0.163,0.072,2.7,4.4
22.1,7.1,8.7,1.5,4.5,4.9,179,1.584,1.050,0.056,0.073,0.017,10.7,3.4
22.7,7.7,9.7,2.1,7.0,12.5,199,1.813,1.206,0.099,0.140,0.083,6.7,5.3
16.6,7.6,10.4,1.0,4.8,5.9,165,1.931,1.290,0.063,0.077,0.044,4.6,3.5
19.3,7.2,8.4,1.9,6.5,11.2,145,2.024,1.321,0.112,0.132,0.044,7.3,4.2
17.0,7.4,10.4,3.3,5.8,4.0,281,2.246,0.894,0.150,0.093,0.005,9.6,4.1
11.8,7.4,13.6,1.5,4.5,2.5,227,2.445,1.256,0.207,0.109,0.048,4.2,3.4
15.6,8.0,15.2,2.0,4.2,3.2,248,2.216,1.656,0.020,0.068,0.016,4.6,3.0
13.8,8.0,10.9,3.3,5.9,5.7,287,2.332,1.489,0.082,0.070,0.007,12.4,4.3
13.7,8.0,11.3,2.3,5.5,5.2,266,2.143,1.622,0.060,0.096,0.014,13.7,3.9
7.5,7.3,14.1,2.3,5.0,5.0,278,2.599,1.529,0.086,0.080,0.037,15.0,3.6
7.4,7.6,13.5,2.7,4.5,5.4,293,2.441,1.858,0.153,0.063,0.023,16.9,2.9
3.8,8.2,10.6,1.9,4.2,3.9,322,2.399,2.032,0.121,0.053,0.007,11.9,2.7
7.4,7.2,10.4,2.4,5.1,7.1,294,2.559,1.862,0.212,0.101,0.019,18.7,3.9
0.8,7.8,14.3,2.0,4.0,5.6,336,2.522,2.040,0.189,0.069,0.003,5.7,2.5
2.6,7.1,16.8,2.5,4.5,4.4,287,2.743,2.258,0.199,0.072,0.007,11.8,3.3
3.2,7.6,15.8,2.8,5.2,5.2,340,2.404,1.949,0.156,0.073,0.012,13.1,3.9
2.8,8.0,14.6,3.2,5.7,5.5,385,2.587,1.989,0.228,0.085,0.023,7.1,4.2
7.4,7.1,10.5,9.8,17.8,50.7,343,4.022,1.949,1.344,0.139,0.008,45.4,8.6
10.3,8.1,12.3,3.2,6.1,29.8,270,2.200,1.968,0.123,0.109,0.007,20.0,4.6
6.5,8.2,14.8,3.0,6.0,7.4,277,2.247,1.747,0.100,0.079,0.011,19.4,4.2
9.3,8.0,13.3,3.9,6.9,8.6,322,2.094,1.516,0.045,0.086,0.003,36.4,5.2
10.4,8.3,13.4,5.4,9.8,20.7,305,2.447,1.363,0.057,0.131,0.005,85.8,7.8
11.2,8.5,13.2,6.9,11.3,24.5,328,2.058,0.955,0.155,0.176,0.007,94.3,8.0
16.1,8.6,13.3,6.8,10.8,19.7,284,1.654,1.049,0.066,0.140,0.005,102.4,8.0
18.2,7.5,8.5,7.1,11.7,27.5,255,1.626,0.721,0.133,0.155,0.007,105.8,8.3
16.7,8.6,12.3,7.8,12.3,17.7,332,1.474,0.600,0.045,0.145,0.003,86.4,8.8
18.9,8.3,13.1,5.2,9.6,11.3,265,1.637,0.687,0.105,0.144,0.038,24.6,6.4
18.5,7.3,11.4,4.5,8.4,10.0,267,1.637,0.682,0.169,0.144,0.022,25.4,6.7
21.1,7.8,10.6,3.3,9.5,18.5,283,1.717,0.811,0.192,0.113,0.017,21.0,6.9
22.2,7.8,8.6,4.6,11.7,29.4,225,3.221,1.044,0.584,0.180,0.021,29.3,8.5
21.2,7.6,9.5,5.1,12.0,19.7,231,3.004,1.435,0.355,0.145,0.016,23.4,8.8
22.3,7.9,10.1,3.7,8.5,15.1,247,2.199,1.370,0.238,0.109,0.031,23.6,7.2
24.3,8.0,12.1,4.7,12.1,28.7,227,1.795,1.065,0.097,0.096,0.026,45.2,9.2
24.0,9.0,7.6,4.7,11.3,6.8,276,2.013,1.216,0.558,0.146,0.014,20.3,9.1
24.7,7.2,5.9,6.1,12.6,20.3,219,2.242,1.173,0.379,0.136,0.062,36.6,9.6
26.4,7.2,5.3,4.8,11.9,38.9,212,2.613,1.612,0.329,0.127,0.051,6.9,8.8
27.4,7.0,7.2,2.1,6.9,8.3,184,2.151,1.828,0.066,0.101,0.043,7.5,5.4
27.6,7.3,8.3,3.3,7.1,7.0,282,1.557,1.048,0.118,0.080,0.024,53.4,5.6
29.9,7.9,8.0,2.8,7.3,5.6,263,0.741,0.565,0.019,0.061,0.014,26.8,5.3
23.4,7.5,7.9,4.5,8.8,208.4,75,1.064,0.490,0.153,0.181,0.036,21.6,6.8
24.4,6.8,7.8,4.2,12.8,315.2,138,2.230,1.343,0.148,0.343,0.167,19.3,9.5
25.2,7.0,9.5,1.3,5.5,4.1,235,1.672,1.189,0.033,0.073,0.029,3.3,4.5
23.5,7.0,9.6,2.6,5.7,5.0,172,1.717,0.817,0.026,0.099,0.047,23.6,4.4
21.8,7.2,8.2,1.9,6.8,17.2,155,1.610,1.032,0.056,0.127,0.074,3.2,5.0
22.9,7.6,9.4,1.6,5.0,2.5,255,1.400,1.093,0.035,0.041,0.017,10.8,3.9
22.9,7.7,11.2,2.0,5.5,3.6,263,1.612,1.187,0.024,0.063,0.027,4.6,4.1
17.2,7.6,10.6,3.3,6.7,3.7,226,2.350,1.076,0.820,0.151,0.090,6.6,5.4
16.3,7.3,11.8,1.7,4.9,1.7,291,1.640,1.158,0.055,0.067,0.019,7.8,3.6
12.8,7.4,16.0,2.0,5.2,2.3,320,1.596,1.172,0.058,0.051,0.014,8.6,3.9
11.3,7.7,14.0,2.2,5.0,1.7,308,1.923,1.414,0.092,0.063,0.017,6.6,3.9
10.4,7.8,11.8,3.5,6.9,5.2,344,1.450,1.005,0.012,0.078,0.002,34.1,5.4
7.4,7.5,10.8,4.5,6.8,5.6,343,2.974,0.917,0.922,0.132,0.045,27.4,6.2
7.2,7.5,14.1,4.3,6.7,5.9,318,2.482,1.222,0.561,0.111,0.020,34.7,5.5
6.4,7.9,14.5,3.6,6.6,6.0,344,2.160,0.886,0.030,0.082,0.002,39.0,5.1
5.1,7.1,14.8,5.1,8.2,7.1,423,2.915,1.354,0.322,0.093,0.009,29.7,7.2
3.8,8.0,15.1,3.5,6.8,11.0,479,2.665,1.734,0.292,0.135,0.047,23.7,5.4
0.5,8.4,13.3,3.2,6.3,7.0,324,2.732,1.905,0.056,0.109,0.021,28.1,5.4
0.6,7.6,16.2,2.8,5.3,3.0,309,2.320,1.619,0.185,0.079,0.031,6.9,4.5
0.6,8.3,15.3,3.4,5.9,5.0,451,2.685,1.712,0.166,0.096,0.017,17.7,5.0
5.8,8.2,16.4,3.4,6.1,3.7,312,2.483,1.694,0.163,0.100,0.015,19.4,4.8
4.9,7.9,14.3,4.3,7.4,4.6,302,2.013,1.180,0.086,0.104,0.010,39.8,5.4
11.6,7.5,9.0,6.8,11.2,16.5,369,2.826,1.164,0.638,0.139,0.015,39.7,9.1
8.7,7.8,10.3,2.9,6.6,4.3,304,3.333,2.383,0.290,0.109,0.027,12.5,5.3
11.2,7.2,10.4,7.4,15.5,92.5,230,7.205,4.730,0.616,0.359,0.138,60.7,11.8
11.7,7.5,10.8,3.2,6.8,5.3,317,2.556,1.853,0.090,0.085,0.023,19.2,5.6
16.3,7.9,10.0,4.9,8.1,10.0,298,1.628,0.782,0.123,0.099,0.014,50.2,6.3
12.2,7.9,10.9,2.5,6.9,10.4,259,2.557,1.632,0.063,0.096,0.025,10.4,5.1
12.7,7.7,11.8,2.6,6.6,7.7,263,2.245,1.273,0.126,0.112,0.038,14.3,5.6
17.5,7.6,11.4,2.5,10.6,28.0,235,2.363,1.468,0.166,0.188,0.052,13.1,7.3
20.4,7.3,7.5,2.1,8.4,19.6,206,1.999,1.338,0.092,0.163,0.066,9.7,6.3
18.2,7.4,9.5,2.9,10.3,37.1,239,2.738,1.134,0.603,0.231,0.087,8.8,7.2
21.5,7.2,7.6,4.5,9.8,56.5,210,2.942,1.227,0.363,0.202,0.087,10.4,6.5
23.2,7.6,9.2,3.3,10.1,23.1,186,2.623,1.412,0.165,0.124,0.047,11.5,6.7
22.0,7.2,8.6,2.2,9.3,18.3,195,2.311,1.187,0.122,0.112,0.032,7.4,6.7
23.8,7.5,8.2,3.5,10.1,23.0,232,2.120,1.138,0.116,0.115,0.017,18.5,7.6
25.7,7.4,7.7,4.5,15.1,144.1,207,2.860,1.141,0.256,0.322,0.044,16.0,10.1
22.6,7.0,9.7,4.4,14.6,284.3,105,3.113,1.509,0.306,0.408,0.139,7.5,11.0
23.6,7.0,6.6,1.6,7.9,5.2,218,2.633,1.841,0.034,0.134,0.101,4.5,5.0
29.9,7.8,7.1,2.2,6.8,8.2,163,1.429,0.739,0.028,0.118,0.084,13.0,5.2
27.0,7.3,7.8,4.8,7.5,9.2,249,1.620,0.703,0.201,0.126,0.057,26.1,6.0
29.5,8.0,9.4,4.1,9.7,11.5,251,1.084,0.377,0.011,0.136,0.035,68.8,7.0
28.0,7.4,6.9,1.6,6.5,6.7,165,0.749,0.500,0.007,0.127,0.082,4.9,5.5
27.4,7.1,8.5,2.2,6.5,5.8,215,0.918,0.456,0.014,0.108,0.036,17.3,5.4
26.3,7.2,8.7,1.9,8.4,23.3,122,1.844,1.396,0.016,0.180,0.070,2.8,5.8
25.4,7.0,7.0,1.6,6.1,8.0,167,1.804,1.349,0.010,0.118,0.070,3.2,5.0
22.5,7.2,9.4,1.5,5.3,3.4,183,1.951,1.359,0.020,0.092,0.055,7.4,4.0
24.2,7.4,9.1,1.9,6.0,5.4,209,1.699,0.985,0.006,0.094,0.041,31.0,3.5
17.9,7.4,9.0,1.4,5.2,2.0,294,1.806,1.391,0.013,0.090,0.034,6.6,4.3
18.5,7.0,9.7,1.7,7.1,5.3,164,1.816,1.193,0.004,0.140,0.087,4.5,5.7
16.3,7.5,12.0,1.6,4.9,3.4,248,2.006,1.543,0.007,0.082,0.035,5.0,4.1
13.4,7.6,11.5,1.8,4.9,2.8,292,1.969,1.561,0.012,0.132,0.046,7.5,4.4
14.3,6.8,10.9,2.8,5.5,4.0,281,2.256,1.790,0.022,0.102,0.030,9.5,5.4
12.8,7.6,10.4,2.0,5.3,4.0,277,1.960,1.575,0.028,0.106,0.031,9.7,4.7
11.8,7.6,11.4,3.2,7.4,9.0,246,1.546,1.198,0.250,0.123,0.036,8.6,6.4
9.6,7.3,12.8,2.3,5.3,3.4,267,2.088,1.703,0.011,0.084,0.033,15.0,4.6
8.9,7.7,12.6,2.6,5.6,5.4,266,2.289,1.772,0.037,0.102,0.028,17.2,5.7
10.6,7.4,9.2,4.3,8.8,16.2,318,2.241,1.394,0.358,0.152,0.048,33.7,7.8
3.1,7.8,15.2,2.5,4.8,4.4,303,2.276,1.938,0.119,0.093,0.047,13.0,5.0
5.0,7.1,11.5,1.8,4.3,3.0,302,2.522,2.035,0.123,0.073,0.030,9.6,4.2
4.1,7.2,14.5,2.2,5.2,3.3,340,2.508,1.916,0.057,0.064,0.016,10.3,4.3
3.7,8.0,14.3,2.5,5.1,5.0,289,2.349,2.163,0.089,0.078,0.018,18.8,4.0
2.7,7.4,14.1,2.9,5.3,4.1,281,2.229,1.736,0.200,0.080,0.014,18.7,4.7
2.7,7.4,14.2,3.0,6.1,7.1,325,2.324,1.800,0.170,0.139,0.037,38.0,5.7
4.1,8.9,19.1,3.9,7.9,12.7,310,2.103,1.525,0.050,0.137,0.009,50.8,7.4
6.9,8.3,12.7,3.6,7.3,9.0,288,2.171,1.457,0.169,0.137,0.014,48.6,7.5
9.3,7.7,14.6,3.9,8.2,13.1,314,1.816,1.084,0.227,0.150,0.012,86.3,6.5
8.6,7.8,11.9,3.7,8.0,9.0,211,2.031,1.061,0.610,0.158,0.039,26.7,6.9
7.5,8.5,12.8,4.1,9.6,18.1,283,1.856,1.100,0.010,0.219,0.012,91.7,7.0
8.2,7.4,11.8,4.7,8.1,13.5,304,1.733,1.154,0.061,0.181,0.018,38.4,6.8
9.2,8.9,13.6,4.2,8.9,16.4,269,1.617,0.850,0.015,0.231,0.012,101.6,6.5
13.1,7.2,9.2,5.1,10.4,17.2,225,5.283,1.822,2.707,0.196,0.042,42.6,10.3
19.1,9.0,14.5,5.5,11.7,20.9,255,1.291,0.412,0.009,0.293,0.016,105.6,8.1
13.3,7.3,10.1,4.4,9.1,34.9,185,2.070,1.304,0.353,0.269,0.119,23.6,6.8
10.7,8.4,11.7,4.5,9.4,9.2,301,1.295,0.524,0.019,0.150,0.028,41.2,6.7
19.3,8.5,12.4,4.9,10.0,14.7,307,1.028,0.386,0.026,0.162,0.018,65.8,7.5
17.2,7.1,9.0,2.5,9.9,27.2,188,1.572,0.988,0.377,0.159,0.038,16.5,6.7
18.2,7.3,9.2,5.7,11.9,69.5,232,2.588,1.223,0.813,0.325,0.092,14.9,8.5
22.3,7.3,8.4,3.6,8.3,18.9,200,2.373,1.464,0.242,0.164,0.065,7.2,6.0
19.9,7.1,7.4,2.5,8.6,9.4,199,2.401,1.747,0.206,0.107,0.051,5.0,5.8
22.7,7.7,9.2,2.2,7.6,4.6,258,2.343,1.773,0.083,0.101,0.034,6.9,5.8
24.8,7.5,9.9,3.9,8.8,11.1,186,1.773,1.024,0.092,0.113,0.040,21.7,7.4
23.7,7.3,6.9,5.9,12.4,56.8,226,3.843,2.097,0.564,0.207,0.121,7.2,9.4
22.5,7.8,7.4,2.3,6.8,9.3,220,1.829,1.077,0.124,0.082,0.058,3.6,6.1
25.2,7.5,7.3,2.2,6.7,7.4,239,1.457,0.946,0.062,0.064,0.031,5.0,6.2
24.7,7.1,7.4,1.9,7.2,20.9,199,2.417,1.858,0.030,0.084,0.035,9.4,6.3
29.0,7.8,9.6,2.2,6.7,8.4,218,1.471,0.926,0.005,0.096,0.036,31.3,6.3
24.1,6.7,7.9,2.3,7.8,13.7,140,1.347,1.087,0.068,0.113,0.069,4.9,5.9
27.8,7.8,12.3,1.9,5.7,5.8,241,1.247,0.851,0.031,0.128,0.062,12.4,5.4
24.8,7.2,8.3,1.1,5.0,5.9,183,2.033,1.450,0.060,0.118,0.083,1.9,5.0
25.5,7.5,11.1,1.7,4.7,4.4,249,1.860,1.419,0.023,0.100,0.061,7.8,3.8
15.7,7.2,9.5,1.4,5.6,11.7,172,2.389,1.903,0.032,0.141,0.049,5.2,3.3
23.1,7.1,9.0,1.6,5.2,5.0,320,2.031,1.580,0.033,0.095,0.062,5.5,4.5
19.6,7.1,8.6,1.5,5.7,6.0,199,2.524,2.074,0.020,0.119,0.066,2.3,3.9
18.5,7.4,12.6,1.7,4.5,3.8,262,2.212,1.737,0.052,0.087,0.053,10.4,2.8
14.3,7.5,11.3,1.9,4.7,4.1,284,1.854,1.569,0.062,0.049,0.003,9.5,4.2
10.9,7.1,11.5,2.0,4.9,4.4,298,2.344,1.884,0.126,0.084,0.043,8.9,4.7
12.0,6.7,10.2,7.8,9.5,27.7,388,3.609,2.286,0.616,0.183,0.078,11.0,8.8
14.0,6.9,7.4,7.1,9.4,28.0,203,2.542,1.411,0.550,0.140,0.120,15.8,8.8
10.4,6.8,9.7,2.1,5.1,5.3,403,2.375,1.779,0.192,0.068,0.008,7.1,5.0
8.2,7.0,12.4,4.2,8.3,28.4,246,2.507,1.802,0.298,0.065,0.036,30.5,6.7
5.7,7.3,14.3,3.9,5.8,8.6,309,2.621,2.266,0.015,0.100,0.013,28.2,5.4
7.3,7.7,12.7,3.6,5.8,12.6,327,2.393,2.024,0.009,0.110,0.003,44.7,5.4
5.4,5.8,12.5,2.7,4.9,4.4,505,3.286,2.357,0.181,0.121,0.064,4.2,4.4
7.4,6.6,12.2,2.3,6.1,6.7,220,2.265,1.604,0.278,0.089,0.055,8.0,4.5
6.1,7.3,14.5,1.3,4.8,2.6,249,2.325,1.958,0.024,0.082,0.045,10.0,4.1
4.7,7.4,16.6,2.5,4.9,4.6,275,2.461,2.240,0.026,0.079,0.034,12.6,4.3
8.0,7.4,14.6,2.8,6.0,5.6,317,2.345,1.852,0.068,0.089,0.040,14.3,4.6
8.8,7.5,16.8,2.2,5.1,4.6,277,2.482,1.991,0.134,0.081,0.010,4.4,4.5
10.1,7.4,13.9,4.0,5.8,6.1,263,2.292,1.702,0.176,0.097,0.028,7.8,5.3
9.2,7.5,13.9,3.3,7.0,6.5,302,2.327,1.839,0.088,0.107,0.037,15.9,4.8
13.4,7.9,13.6,7.0,10.1,17.7,312,2.234,1.448,0.006,0.259,0.023,79.9,7.4
14.1,7.2,13.3,5.2,8.2,12.7,264,2.448,1.762,0.206,0.137,0.058,18.3,6.2
12.5,8.2,15.7,7.1,13.9,25.3,299,1.982,0.783,0.026,0.279,0.015,94.3,8.8
12.2,7.0,12.0,5.5,10.2,8.9,314,2.007,1.069,0.308,0.135,0.031,27.4,7.2
14.5,6.9,10.5,4.8,9.9,38.5,179,2.337,1.577,0.428,0.169,0.119,16.8,8.2
16.5,8.3,14.3,7.9,14.9,20.4,295,2.015,1.055,0.013,0.231,0.030,103.2,8.4
22.8,6.9,9.8,6.0,12.4,22.5,191,2.536,1.415,0.339,0.171,0.090,16.7,8.6
19.5,6.8,8.6,3.4,10.0,13.3,239,2.388,1.610,0.186,0.132,0.057,7.0,6.7
21.8,6.9,7.9,3.0,9.9,7.7,278,1.979,1.119,0.190,0.116,0.051,11.1,8.2
19.4,6.5,8.0,4.1,12.3,46.3,212,2.373,1.006,0.482,0.165,0.065,14.2,8.7
22.2,6.8,6.5,5.6,10.1,34.1,209,3.398,1.337,0.810,0.161,0.063,15.2,7.2
26.7,7.3,6.7,3.8,10.1,15.1,221,2.604,1.568,0.173,0.154,0.095,8.2,6.6
20.1,6.7,7.3,5.6,11.4,32.2,182,3.478,2.061,0.527,0.167,0.092,10.8,7.0
23.3,7.0,9.4,2.5,8.5,5.6,226,2.302,1.595,0.108,0.100,0.059,9.8,6.2
26.9,7.2,9.3,2.9,7.6,7.1,194,2.512,1.731,0.247,0.149,0.099,20.9,6.1
29.7,7.5,11.2,4.5,7.5,10.1,249,2.076,1.539,0.037,0.076,0.021,60.0,5.4
29.0,7.2,11.2,3.7,6.2,8.9,226,1.731,1.089,0.021,0.114,0.054,38.2,4.8
26.7,6.8,6.9,3.2,9.5,109.7,128,2.034,1.296,0.163,0.221,0.101,5.4,5.8
22.2,6.8,8.6,1.7,6.8,28.3,177,1.884,1.279,0.093,0.169,0.106,3.9,3.9
23.3,6.6,8.2,1.8,6.2,21.3,180,2.123,1.564,0.122,0.137,0.092,4.6,4.1
21.1,7.3,12.0,2.2,5.3,4.8,268,2.524,1.980,0.074,0.095,0.036,15.6,3.7
19.3,7.3,11.1,4.5,7.9,8.1,291,2.767,1.943,0.034,0.139,0.028,65.5,4.9
19.3,7.4,7.8,2.9,4.9,6.1,278,2.496,1.877,0.190,0.129,0.079,13.5,3.1
16.2,6.7,8.6,3.2,5.5,4.3,325,2.780,1.996,0.278,0.108,0.059,11.0,3.4
14.5,7.4,9.0,3.2,5.7,3.7,335,3.225,2.344,0.344,0.126,0.062,6.4,3.8
14.5,6.2,8.6,3.6,5.9,4.7,358,3.130,2.224,0.373,0.142,0.067,9.7,3.8
11.2,7.2,12.3,3.6,5.8,4.1,329,2.690,2.123,0.171,0.118,0.045,11.5,3.9
12.8,7.5,9.2,4.2,8.1,7.9,339,3.406,2.151,0.300,0.190,0.038,25.9,4.8
9.3,7.0,9.2,4.4,6.8,5.9,304,3.273,1.962,0.595,0.165,0.057,6.1,4.9
6.8,7.3,12.6,3.8,5.9,4.5,376,3.829,2.441,0.653,0.169,0.078,3.5,4.3
6.1,7.6,10.4,3.6,6.5,5.1,377,3.871,2.514,0.646,0.176,0.070,7.1,3.8
4.0,7.5,12.6,3.9,6.3,4.3,368,3.714,2.582,0.666,0.152,0.069,9.3,4.6
2.3,7.3,16.2,3.4,5.7,5.2,435,3.954,2.622,0.845,0.185,0.092,7.8,5.6
8.5,7.2,11.3,4.4,7.4,8.7,313,3.319,2.318,0.536,0.140,0.043,15.5,5.2
7.2,7.1,11.3,5.8,9.0,55.8,283,3.144,1.940,0.664,0.230,0.099,29.3,8.9
8.0,8.1,17.9,3.0,5.7,5.7,301,3.101,2.268,0.498,0.143,0.060,11.4,4.4
8.8,7.0,9.9,3.3,7.3,11.1,319,2.943,1.888,0.466,0.153,0.036,26.7,4.0
10.8,7.3,11.2,3.9,6.9,7.8,480,2.808,1.912,0.224,0.138,0.030,39.3,6.0
9.6,7.2,10.6,3.2,12.4,77.8,274,5.085,3.243,0.532,0.281,0.116,29.6,7.7
11.8,7.3,11.1,3.6,6.4,7.8,313,3.212,2.552,0.136,0.131,0.046,18.2,4.3
11.9,7.3,11.0,2.8,5.7,13.1,185,1.828,1.267,0.068,0.115,0.029,22.2,3.3
12.7,7.9,13.1,3.0,6.4,10.1,282,1.810,1.627,0.103,0.099,0.046,16.0,5.4
14.7,7.4,10.1,3.9,8.9,29.6,251,3.768,2.728,0.208,0.190,0.069,24.0,5.5
15.0,6.7,11.2,2.3,6.7,7.2,247,2.527,1.505,0.307,0.145,0.068,16.1,5.0
16.1,6.9,9.7,3.3,8.0,13.0,316,2.230,1.334,0.087,0.157,0.035,49.6,5.6
15.5,7.4,12.9,2.9,6.5,6.6,308,1.992,1.333,0.080,0.104,0.019,22.0,4.5
17.0,7.2,9.2,3.2,7.5,6.8,261,1.725,0.933,0.143,0.115,0.028,27.3,5.5
18.6,7.6,13.6,6.7,10.8,26.3,335,1.320,0.604,0.028,0.126,0.011,105.4,4.5
20.1,6.3,7.0,3.2,8.8,58.9,210,2.871,1.705,0.412,0.256,0.100,5.3,6.5
23.0,7.0,8.0,2.6,7.6,47.0,237,2.499,1.254,0.305,0.209,0.064,15.9,6.4
24.3,6.9,7.7,3.5,8.3,25.9,219,2.951,1.527,0.362,0.173,0.063,12.8,6.5
23.7,6.5,6.5,2.9,8.1,25.4,199,2.722,1.643,0.171,0.156,0.055,11.1,6.5
26.6,7.4,8.3,2.6,9.7,14.0,213,2.421,1.347,0.090,0.120,0.058,15.5,7.2
26.2,7.3,10.1,2.2,7.9,10.9,207,2.392,1.333,0.098,0.130,0.061,11.5,6.0
27.2,7.1,9.3,4.3,11.4,13.7,255,2.578,1.358,0.131,0.133,0.052,38.7,8.9
23.9,7.5,6.7,2.0,8.8,12.1,187,2.151,1.131,0.189,0.127,0.070,9.3,6.8
28.0,7.3,9.1,1.7,7.5,7.4,243,2.041,1.445,0.045,0.114,0.074,23.6,5.4
27.2,6.5,6.8,2.6,6.7,11.9,181,1.464,0.823,0.095,0.135,0.073,22.4,4.2
28.7,8.9,13.6,8.5,11.1,23.7,270,1.396,0.505,0.018,0.180,0.041,151.8,8.0
27.4,7.0,6.8,3.2,7.0,50.2,147,1.857,1.189,0.180,0.245,0.118,12.3,5.9
27.1,6.4,8.6,5.1,5.6,3.0,207,1.127,0.618,0.077,0.126,0.076,10.8,4.1
22.7,6.3,8.6,2.0,4.7,6.3,254,2.291,1.770,0.111,0.117,0.076,3.4,4.0
23.4,7.0,7.3,2.9,6.6,11.2,194,2.052,1.265,0.179,0.177,0.119,7.7,5.2
24.1,6.3,11.1,1.9,4.7,3.1,282,2.315,1.717,0.082,0.147,0.095,5.8,3.7
25.2,6.8,8.8,2.1,4.9,4.6,329,2.464,1.803,0.085,0.167,0.108,16.7,4.0
20.0,7.1,7.3,3.8,6.5,9.2,204,2.254,1.342,0.330,0.173,0.116,12.7,5.2
13.6,7.3,12.0,2.1,5.7,3.9,259,2.164,1.431,0.139,0.157,0.097,6.9,4.5
15.3,6.7,10.9,2.3,4.8,3.1,349,3.022,2.243,0.142,0.109,0.053,8.2,3.7
15.9,7.1,12.1,3.0,4.7,4.4,334,2.956,2.170,0.165,0.126,0.072,5.6,3.5
15.0,7.1,10.5,8.4,13.0,35.3,116,1.998,0.720,0.610,0.222,0.138,14.1,9.8
13.4,6.9,11.1,5.4,8.2,5.4,298,2.768,1.720,0.350,0.163,0.080,6.4,6.2
11.3,6.8,12.1,3.0,6.1,4.0,341,2.526,1.777,0.189,0.130,0.057,19.9,4.3
9.2,7.4,14.3,2.8,5.0,4.6,325,2.922,2.318,0.228,0.116,0.057,9.4,3.8
8.1,7.7,16.8,3.8,5.5,4.5,346,2.950,2.190,0.242,0.119,0.042,15.0,4.1
3.0,7.3,12.6,5.2,6.9,11.5,350,2.757,2.209,0.142,0.069,0.009,74.9,6.6
3.1,7.9,13.9,4.1,6.9,10.0,339,2.891,2.310,0.114,0.080,0.008,61.0,4.1
4.8,6.8,13.9,4.8,8.3,12.6,331,2.546,1.930,0.053,0.078,0.007,72.1,3.8
2.9,7.0,15.2,5.2,7.3,12.1,347,2.834,2.139,0.162,0.137,0.008,57.8,6.0
6.3,6.6,15.6,6.3,11.9,25.6,327,2.768,1.559,0.016,0.212,0.008,61.9,5.7
3.5,7.2,13.8,6.4,9.9,17.8,334,2.705,1.744,0.129,0.160,0.000,80.7,7.2
6.9,6.6,11.9,9.7,13.2,30.0,355,2.697,1.466,0.014,0.217,0.006,105.7,9.2
7.1,6.7,15.3,8.1,13.9,33.3,357,2.646,1.211,0.010,0.266,0.009,129.1,10.1
13.9,5.9,6.3,9.6,13.2,27.8,414,3.428,1.122,1.200,0.207,0.022,45.4,10.4
9.5,7.0,11.0,3.9,8.9,7.3,353,3.404,1.678,0.853,0.194,0.074,9.5,6.2
11.1,6.1,11.5,5.1,8.7,13.2,285,4.242,3.080,0.232,0.164,0.076,10.3,7.2
