WT,pH,EC,DO,BOD,COD,SS,TN,TP,TOC,Flowrate,
13.0 ,7.9 ,1179 ,10.1 ,0.9 ,11.5 ,7.6 ,4.113 ,0.077 ,6.5 ,0.687 ,
13.6 ,7.8 ,1210 ,10.3 ,3.4 ,14.0 ,21.6 ,7.286 ,0.181 ,7.0 ,0.454 ,
15.0 ,7.5 ,1597 ,10.0 ,1.1 ,14.3 ,6.8 ,6.798 ,0.080 ,6.9 ,0.332 ,
15.6 ,7.6 ,1865 ,9.3 ,1.7 ,16.9 ,18.4 ,6.818 ,0.109 ,7.7 ,0.231 ,
13.6 ,7.5 ,2110 ,9.9 ,1.4 ,16.9 ,7.2 ,10.902 ,0.075 ,6.0 ,0.145 ,
13.6 ,7.4 ,2271 ,8.7 ,1.2 ,16.0 ,7.0 ,11.273 ,0.068 ,5.8 ,0.220 ,
8.1 ,8.0 ,891 ,14.6 ,3.1 ,8.6 ,10.6 ,6.696 ,0.055 ,5.0 ,0.168 ,
9.0 ,7.7 ,892 ,11.1 ,1.3 ,8.8 ,7.4 ,4.986 ,0.048 ,5.7 ,0.722 ,
14.0 ,7.3 ,2107 ,9.1 ,0.8 ,15.3 ,7.6 ,10.116 ,0.056 ,5.0 ,0.367 ,
14.4 ,7.2 ,2074 ,9.8 ,1.0 ,14.7 ,10.4 ,10.742 ,0.076 ,4.9 ,0.237 ,
18.4 ,7.6 ,2545 ,9.3 ,1.3 ,20.5 ,8.4 ,10.589 ,0.059 ,5.4 ,0.354 ,
18.0 ,7.2 ,2985 ,9.3 ,1.5 ,20.8 ,5.0 ,9.515 ,0.059 ,5.9 ,0.184 ,
18.0 ,7.2 ,3015 ,9.3 ,1.5 ,18.3 ,6.4 ,9.259 ,0.054 ,5.3 ,0.263 ,
20.8 ,7.5 ,1884 ,9.6 ,1.4 ,14.1 ,6.8 ,7.728 ,0.071 ,5.9 ,0.355 ,
19.3 ,7.5 ,2351 ,10.2 ,2.4 ,16.0 ,9.6 ,10.603 ,0.072 ,6.0 ,0.272 ,
22.0 ,7.4 ,1593 ,8.4 ,1.3 ,13.2 ,10.0 ,5.975 ,0.078 ,6.8 ,0.323 ,
21.9 ,7.3 ,2160 ,10.6 ,2.2 ,14.4 ,9.2 ,8.204 ,0.076 ,6.0 ,0.269 ,
25.0 ,7.2 ,2440 ,9.6 ,1.2 ,17.3 ,8.6 ,8.513 ,0.072 ,6.5 ,0.150 ,
23.9 ,7.3 ,1969 ,9.2 ,2.3 ,14.9 ,10.3 ,8.132 ,0.077 ,6.0 ,0.353 ,
23.4 ,7.5 ,865 ,9.0 ,1.7 ,9.1 ,14.0 ,2.724 ,0.064 ,6.1 ,0.880 ,
21.9 ,7.3 ,997 ,7.3 ,2.5 ,11.5 ,12.6 ,3.039 ,0.068 ,6.4 ,0.719 ,
24.5 ,7.4 ,854 ,9.6 ,1.8 ,11.5 ,11.2 ,3.071 ,0.064 ,6.3 ,1.041 ,
23.4 ,7.4 ,775 ,7.7 ,3.3 ,12.1 ,14.9 ,3.603 ,0.100 ,7.3 ,0.975 ,
24.0 ,7.4 ,638 ,7.4 ,2.1 ,10.8 ,13.4 ,3.228 ,0.116 ,7.8 ,0.865 ,
25.1 ,7.5 ,781 ,8.4 ,2.7 ,12.9 ,10.8 ,3.732 ,0.115 ,8.5 ,1.129 ,
26.5 ,7.6 ,451 ,7.7 ,4.1 ,13.5 ,35.8 ,3.867 ,0.253 ,7.6 ,3.114 ,
24.9 ,7.3 ,901 ,6.9 ,1.9 ,10.5 ,10.0 ,4.922 ,0.116 ,9.1 ,0.681 ,
28.5 ,7.7 ,1236 ,7.0 ,2.9 ,17.8 ,9.7 ,4.600 ,0.144 ,12.2 ,0.612 ,
30.0 ,7.4 ,902 ,7.6 ,1.8 ,11.4 ,9.0 ,3.968 ,0.147 ,8.0 ,0.852 ,
21.5 ,7.2 ,210 ,7.7 ,2.6 ,8.3 ,44.8 ,3.465 ,0.211 ,5.7 ,19.313 ,
25.0 ,7.7 ,674 ,10.3 ,0.9 ,7.9 ,4.2 ,3.973 ,0.078 ,6.1 ,1.520 ,
23.8 ,7.6 ,636 ,8.6 ,0.6 ,7.8 ,5.8 ,3.321 ,0.071 ,5.4 ,1.139 ,
26.5 ,7.5 ,879 ,9.7 ,1.7 ,9.8 ,12.6 ,4.142 ,0.062 ,6.9 ,1.114 ,
26.3 ,7.9 ,769 ,9.9 ,4.0 ,10.8 ,14.0 ,4.259 ,0.087 ,7.1 ,0.412 ,
18.5 ,7.7 ,429 ,9.4 ,1.7 ,7.6 ,11.8 ,1.732 ,0.056 ,5.0 ,2.205 ,
18.7 ,7.7 ,830 ,8.5 ,2.3 ,9.9 ,42.0 ,2.864 ,0.097 ,6.9 ,1.702 ,
19.7 ,7.4 ,761 ,8.1 ,2.6 ,8.0 ,17.6 ,3.760 ,0.069 ,5.6 ,0.809 ,
19.1 ,7.4 ,962 ,9.1 ,1.2 ,9.0 ,12.4 ,3.660 ,0.061 ,6.6 ,0.880 ,
15.4 ,7.4 ,713 ,10.8 ,1.3 ,7.6 ,15.8 ,3.391 ,0.058 ,5.6 ,1.118 ,
16.6 ,7.3 ,1084 ,10.2 ,1.1 ,9.0 ,11.8 ,5.150 ,0.061 ,6.8 ,0.630 ,
16.1 ,7.4 ,1687 ,9.9 ,1.4 ,13.5 ,10.0 ,6.673 ,0.072 ,8.2 ,0.319 ,
12.1 ,7.2 ,642 ,9.9 ,7.3 ,15.1 ,40.4 ,8.918 ,0.261 ,8.9 ,1.734 ,
12.8 ,7.1 ,1066 ,9.7 ,2.3 ,10.2 ,24.0 ,5.900 ,0.092 ,6.6 ,0.566 ,
9.4 ,8.4 ,591 ,14.2 ,3.7 ,8.7 ,10.4 ,4.247 ,0.056 ,5.7 ,0.332 ,
12.7 ,7.4 ,1841 ,10.4 ,3.0 ,12.7 ,11.2 ,8.323 ,0.081 ,7.6 ,0.182 ,
11.8 ,7.4 ,1372 ,13.5 ,2.2 ,9.9 ,6.6 ,6.644 ,0.051 ,6.0 ,0.223 ,
14.0 ,7.4 ,2344 ,9.5 ,2.5 ,16.7 ,9.5 ,12.145 ,0.058 ,13.3 ,0.200 ,
14.8 ,7.3 ,2194 ,10.4 ,3.7 ,14.2 ,12.8 ,9.476 ,0.075 ,7.2 ,0.181 ,
15.0 ,7.2 ,2297 ,9.8 ,3.4 ,17.6 ,8.6 ,9.162 ,0.087 ,14.9 ,0.160 ,
14.7 ,7.2 ,2517 ,11.4 ,3.5 ,18.0 ,9.7 ,7.583 ,0.141 ,15.0 ,0.182 ,
13.6 ,7.4 ,2347 ,8.8 ,2.5 ,17.2 ,13.8 ,9.357 ,0.105 ,14.0 ,0.371 ,
13.7 ,7.3 ,2365 ,8.4 ,1.3 ,18.6 ,25.8 ,10.325 ,0.107 ,14.2 ,0.195 ,
20.5 ,7.3 ,2514 ,8.8 ,2.5 ,19.8 ,7.4 ,11.575 ,0.082 ,15.5 ,0.283 ,
18.1 ,7.3 ,1957 ,10.8 ,3.5 ,15.5 ,17.3 ,7.885 ,0.100 ,12.1 ,0.277 ,
15.2 ,7.6 ,1432 ,8.7 ,3.8 ,10.6 ,27.6 ,5.697 ,0.095 ,8.9 ,0.420 ,
16.7 ,7.3 ,920 ,10.1 ,2.9 ,8.9 ,71.5 ,3.873 ,0.114 ,6.1 ,0.960 ,
23.4 ,7.5 ,1641 ,8.8 ,3.4 ,12.1 ,19.6 ,5.505 ,0.099 ,9.6 ,0.349 ,
20.4 ,7.8 ,886 ,9.6 ,1.7 ,9.4 ,27.2 ,3.967 ,0.108 ,6.0 ,0.460 ,
22.2 ,7.6 ,709 ,10.2 ,2.6 ,9.1 ,26.4 ,2.968 ,0.121 ,6.5 ,1.292 ,
25.9 ,7.7 ,858 ,10.4 ,2.6 ,9.2 ,16.4 ,3.755 ,0.121 ,7.4 ,0.619 ,
29.2 ,7.8 ,915 ,11.2 ,2.7 ,9.2 ,12.0 ,3.201 ,0.122 ,7.7 ,0.748 ,
25.0 ,7.6 ,1082 ,7.8 ,2.8 ,10.8 ,20.0 ,3.703 ,0.153 ,8.9 ,0.828 ,
27.0 ,7.5 ,1387 ,8.5 ,3.0 ,11.0 ,20.2 ,5.955 ,0.137 ,9.8 ,0.519 ,
28.2 ,7.4 ,1122 ,9.0 ,2.4 ,11.9 ,13.6 ,4.664 ,0.122 ,10.6 ,0.378 ,
29.5 ,7.6 ,1232 ,8.4 ,2.6 ,12.3 ,16.8 ,5.076 ,0.111 ,10.3 ,0.528 ,
26.7 ,7.6 ,1173 ,7.6 ,2.8 ,11.9 ,14.0 ,5.081 ,0.107 ,10.9 ,0.364 ,
23.0 ,7.3 ,463 ,7.7 ,2.1 ,9.2 ,41.2 ,4.325 ,0.195 ,6.7 ,5.079 ,
26.8 ,7.5 ,854 ,8.6 ,1.6 ,9.1 ,13.8 ,4.360 ,0.111 ,6.7 ,1.144 ,
27.0 ,7.3 ,800 ,8.1 ,2.4 ,9.1 ,15.0 ,3.524 ,0.088 ,6.5 ,0.911 ,
22.6 ,7.3 ,448 ,9.2 ,3.0 ,8.1 ,25.8 ,2.385 ,0.105 ,5.5 ,3.955 ,
26.5 ,7.3 ,864 ,8.4 ,3.0 ,9.0 ,18.2 ,4.158 ,0.079 ,6.9 ,0.793 ,
25.2 ,7.2 ,1104 ,7.7 ,1.9 ,9.1 ,24.0 ,4.377 ,0.102 ,7.8 ,0.491 ,
24.7 ,7.3 ,1312 ,9.9 ,1.9 ,9.3 ,32.8 ,5.619 ,0.078 ,8.2 ,0.424 ,
28.9 ,7.3 ,1864 ,9.7 ,2.6 ,12.8 ,17.0 ,7.604 ,0.044 ,11.0 ,0.251 ,
26.4 ,7.4 ,1446 ,8.6 ,5.0 ,11.1 ,9.0 ,6.528 ,0.116 ,9.7 ,0.253 ,
23.6 ,7.2 ,1762 ,10.2 ,2.7 ,12.8 ,19.4 ,7.156 ,0.087 ,10.8 ,0.217 ,
25.5 ,7.1 ,2158 ,7.7 ,2.2 ,15.0 ,11.4 ,9.047 ,0.040 ,13.3 ,0.174 ,
23.0 ,7.0 ,2144 ,7.4 ,2.0 ,14.4 ,13.8 ,9.716 ,0.043 ,12.9 ,0.429 ,
22.1 ,7.0 ,2280 ,8.5 ,2.4 ,13.9 ,10.6 ,8.876 ,0.165 ,12.6 ,0.191 ,
18.4 ,7.2 ,1154 ,10.4 ,2.3 ,12.0 ,14.6 ,7.027 ,0.077 ,9.9 ,0.393 ,
18.4 ,7.2 ,1216 ,9.0 ,3.3 ,11.0 ,16.2 ,7.630 ,0.069 ,9.4 ,0.473 ,
18.5 ,7.4 ,1558 ,10.9 ,1.7 ,10.7 ,19.2 ,7.614 ,0.046 ,9.6 ,0.274 ,
16.5 ,6.9 ,1843 ,11.0 ,2.1 ,12.5 ,16.0 ,8.201 ,0.049 ,11.4 ,0.198 ,
17.1 ,7.3 ,2250 ,9.7 ,3.2 ,16.0 ,13.0 ,11.725 ,0.136 ,14.9 ,0.209 ,
13.7 ,7.3 ,2040 ,8.6 ,2.7 ,18.1 ,14.4 ,13.428 ,0.150 ,15.4 ,0.165 ,
12.7 ,7.5 ,2078 ,10.1 ,3.6 ,22.5 ,14.8 ,9.483 ,0.083 ,19.5 ,0.137 ,
13.8 ,7.4 ,2303 ,8.6 ,3.5 ,22.2 ,8.4 ,12.967 ,0.057 ,18.2 ,0.200 ,
11.0 ,7.7 ,1711 ,9.8 ,3.7 ,16.6 ,13.0 ,11.477 ,0.074 ,14.8 ,0.255 ,
11.0 ,7.4 ,1478 ,10.8 ,3.3 ,13.0 ,9.6 ,5.439 ,0.060 ,11.8 ,0.317 ,
15.9 ,7.8 ,1877 ,9.7 ,5.0 ,16.2 ,20.0 ,9.747 ,0.105 ,14.7 ,0.274 ,
12.6 ,7.7 ,759 ,9.4 ,2.6 ,9.2 ,18.4 ,7.017 ,0.064 ,6.9 ,0.770 ,
17.0 ,7.7 ,1433 ,11.2 ,2.1 ,11.7 ,9.2 ,7.752 ,0.044 ,10.0 ,0.484 ,
20.0 ,7.9 ,1277 ,9.4 ,3.2 ,11.5 ,13.2 ,6.060 ,0.054 ,10.3 ,0.399 ,
19.1 ,7.9 ,1626 ,10.1 ,3.5 ,14.2 ,34.6 ,5.943 ,0.063 ,12.8 ,0.333 ,
16.8 ,7.8 ,903 ,9.6 ,2.4 ,10.5 ,13.0 ,3.828 ,0.037 ,8.6 ,0.875 ,
16.8 ,7.8 ,933 ,11.8 ,2.4 ,10.6 ,6.6 ,3.931 ,0.035 ,8.8 ,0.370 ,
17.1 ,8.2 ,283 ,13.6 ,2.4 ,6.3 ,14.0 ,2.254 ,0.027 ,5.0 ,3.944 ,
24.0 ,7.9 ,1170 ,10.6 ,2.3 ,11.1 ,9.0 ,4.825 ,0.040 ,10.0 ,0.532 ,
18.8 ,7.8 ,652 ,8.6 ,3.2 ,9.4 ,22.8 ,3.030 ,0.050 ,7.4 ,2.402 ,
23.6 ,7.8 ,898 ,9.2 ,2.4 ,10.2 ,8.6 ,3.275 ,0.055 ,7.9 ,0.797 ,
20.6 ,7.9 ,590 ,8.9 ,2.6 ,8.5 ,24.2 ,2.525 ,0.053 ,6.0 ,2.721 ,
24.3 ,7.7 ,628 ,7.6 ,1.5 ,10.7 ,14.2 ,4.565 ,0.076 ,7.8 ,1.008 ,
25.4 ,7.6 ,393 ,7.6 ,3.5 ,10.8 ,38.0 ,3.552 ,0.106 ,8.5 ,2.360 ,
24.2 ,7.8 ,690 ,7.8 ,2.4 ,9.2 ,7.2 ,3.632 ,0.121 ,7.6 ,1.289 ,
26.2 ,7.3 ,710 ,9.2 ,2.6 ,10.2 ,14.4 ,4.380 ,0.103 ,7.8 ,1.526 ,
28.1 ,7.7 ,591 ,7.8 ,3.4 ,8.5 ,22.2 ,3.176 ,0.179 ,6.1 ,1.234 ,
27.3 ,7.6 ,918 ,7.4 ,2.4 ,9.2 ,12.0 ,3.968 ,0.126 ,7.4 ,0.965 ,
30.0 ,7.4 ,1049 ,7.6 ,2.5 ,9.1 ,10.4 ,4.596 ,0.089 ,8.1 ,0.834 ,
32.0 ,7.3 ,996 ,6.0 ,1.5 ,10.6 ,8.8 ,4.612 ,0.090 ,9.4 ,0.857 ,
31.6 ,7.4 ,1110 ,7.4 ,1.4 ,9.6 ,6.4 ,5.238 ,0.110 ,8.4 ,0.584 ,
26.3 ,7.6 ,621 ,8.0 ,1.1 ,7.6 ,12.4 ,4.130 ,0.101 ,5.1 ,1.416 ,
22.5 ,7.8 ,572 ,8.0 ,1.7 ,7.7 ,8.4 ,4.847 ,0.078 ,5.2 ,1.554 ,
27.4 ,7.8 ,992 ,7.5 ,2.3 ,12.1 ,6.0 ,4.712 ,0.061 ,8.7 ,0.748 ,
20.6 ,7.8 ,240 ,8.4 ,4.1 ,11.6 ,81.3 ,2.919 ,0.232 ,6.8 ,18.418 ,
20.1 ,7.9 ,789 ,9.2 ,0.9 ,9.2 ,11.2 ,4.429 ,0.054 ,6.3 ,1.089 ,
21.2 ,7.5 ,287 ,9.8 ,2.0 ,8.5 ,26.4 ,2.730 ,0.043 ,4.9 ,3.424 ,
20.7 ,7.9 ,1187 ,8.0 ,1.8 ,11.4 ,18.4 ,4.805 ,0.056 ,7.5 ,0.810 ,
20.0 ,7.8 ,1855 ,6.7 ,2.5 ,15.1 ,10.4 ,5.987 ,0.039 ,11.1 ,0.246 ,
17.6 ,7.8 ,925 ,11.8 ,1.8 ,9.3 ,15.6 ,4.056 ,0.035 ,7.5 ,0.551 ,
17.1 ,7.9 ,1291 ,8.5 ,2.3 ,12.0 ,16.4 ,6.942 ,0.040 ,9.8 ,0.530 ,
16.1 ,7.7 ,1662 ,8.6 ,1.4 ,13.3 ,9.6 ,8.112 ,0.032 ,11.1 ,0.346 ,
14.4 ,8.2 ,1471 ,10.0 ,1.7 ,13.4 ,7.6 ,8.029 ,0.035 ,10.4 ,0.205 ,
14.2 ,7.9 ,1653 ,9.2 ,2.6 ,14.1 ,19.0 ,8.385 ,0.046 ,11.8 ,0.247 ,
13.1 ,7.8 ,1684 ,9.8 ,2.3 ,14.7 ,7.0 ,6.355 ,0.036 ,11.4 ,0.296 ,
13.8 ,7.7 ,1972 ,9.2 ,2.6 ,16.2 ,9.4 ,8.071 ,0.039 ,11.8 ,0.294 ,
15.1 ,7.7 ,1742 ,9.1 ,2.3 ,16.4 ,9.6 ,7.420 ,0.049 ,13.7 ,0.308 ,
15.3 ,7.8 ,1691 ,9.1 ,2.6 ,14.9 ,11.6 ,8.910 ,0.053 ,12.8 ,0.216 ,
15.8 ,8.0 ,1887 ,9.1 ,1.9 ,14.8 ,7.2 ,7.412 ,0.042 ,11.6 ,0.238 ,
17.0 ,8.0 ,1232 ,9.8 ,4.5 ,13.0 ,7.2 ,7.464 ,0.048 ,10.9 ,0.340 ,
17.1 ,8.1 ,1291 ,10.0 ,2.8 ,12.1 ,2.4 ,6.542 ,0.038 ,9.4 ,0.436 ,
21.7 ,8.0 ,1730 ,9.4 ,2.5 ,13.6 ,10.8 ,8.326 ,0.053 ,12.0 ,0.293 ,
17.5 ,8.2 ,823 ,8.8 ,2.8 ,9.0 ,18.0 ,3.734 ,0.061 ,7.4 ,0.815 ,
20.0 ,8.0 ,1140 ,8.1 ,2.3 ,11.1 ,16.0 ,5.733 ,0.048 ,9.1 ,1.304 ,
23.4 ,7.7 ,1103 ,7.9 ,1.8 ,11.5 ,24.4 ,5.964 ,0.063 ,9.4 ,0.402 ,
19.2 ,8.0 ,805 ,7.8 ,2.2 ,10.4 ,15.2 ,4.036 ,0.055 ,8.4 ,0.754 ,
23.7 ,7.8 ,925 ,8.4 ,1.9 ,9.5 ,6.4 ,5.450 ,0.040 ,7.6 ,0.775 ,
26.0 ,7.7 ,943 ,7.8 ,2.1 ,10.2 ,18.0 ,5.850 ,0.049 ,8.3 ,0.692 ,
20.8 ,7.6 ,789 ,7.9 ,2.3 ,10.9 ,16.0 ,4.976 ,0.054 ,9.1 ,1.267 ,
24.8 ,7.7 ,836 ,8.2 ,1.9 ,10.4 ,13.6 ,3.973 ,0.057 ,8.6 ,1.270 ,
25.9 ,7.8 ,903 ,8.4 ,1.8 ,11.4 ,12.0 ,4.626 ,0.060 ,9.3 ,1.164 ,
25.4 ,7.8 ,664 ,7.9 ,2.0 ,11.7 ,10.2 ,4.493 ,0.116 ,9.4 ,1.211 ,
29.5 ,7.7 ,1101 ,7.2 ,1.8 ,11.9 ,7.2 ,5.486 ,0.082 ,10.8 ,0.619 ,
29.6 ,7.8 ,892 ,7.4 ,2.0 ,11.5 ,10.0 ,4.752 ,0.083 ,8.8 ,1.034 ,
30.6 ,7.6 ,1068 ,6.4 ,1.9 ,12.3 ,6.6 ,6.066 ,0.088 ,10.7 ,0.594 ,
24.8 ,7.7 ,651 ,6.8 ,1.9 ,8.4 ,11.8 ,2.916 ,0.085 ,6.3 ,1.702 ,
27.4 ,7.9 ,491 ,7.5 ,2.5 ,9.1 ,12.2 ,4.954 ,0.112 ,6.5 ,1.792 ,
28.9 ,7.5 ,927 ,7.1 ,1.4 ,10.1 ,6.0 ,5.500 ,0.061 ,8.4 ,0.713 ,
26.1 ,7.7 ,1092 ,6.3 ,1.9 ,10.1 ,5.8 ,5.674 ,0.034 ,8.4 ,0.573 ,
22.1 ,7.6 ,354 ,7.3 ,3.2 ,7.8 ,18.2 ,2.129 ,0.097 ,5.3 ,3.531 ,
27.1 ,7.7 ,1412 ,7.0 ,1.6 ,11.6 ,5.6 ,7.064 ,0.038 ,9.6 ,0.512 ,
27.7 ,7.8 ,1475 ,7.0 ,1.7 ,13.0 ,7.6 ,7.363 ,0.051 ,11.2 ,0.443 ,
25.7 ,7.9 ,1396 ,7.0 ,1.3 ,11.6 ,9.4 ,6.854 ,0.045 ,9.5 ,0.378 ,
21.9 ,7.8 ,1283 ,7.7 ,1.6 ,10.5 ,4.2 ,7.244 ,0.047 ,8.3 ,0.401 ,
22.3 ,7.6 ,1373 ,7.6 ,1.7 ,11.4 ,11.6 ,8.430 ,0.045 ,8.9 ,0.497 ,
18.9 ,7.5 ,1347 ,8.1 ,2.1 ,12.0 ,15.6 ,7.944 ,0.047 ,9.7 ,0.560 ,
16.6 ,7.3 ,1113 ,9.5 ,1.8 ,10.3 ,6.8 ,8.004 ,0.035 ,7.6 ,0.859 ,
16.6 ,7.7 ,1522 ,9.3 ,1.9 ,12.6 ,9.2 ,9.700 ,0.044 ,9.9 ,0.454 ,
18.7 ,7.6 ,1773 ,8.2 ,1.6 ,15.1 ,10.8 ,10.977 ,0.055 ,12.0 ,0.391 ,
7.7 ,7.7 ,1731 ,9.4 ,1.9 ,14.9 ,6.8 ,11.630 ,0.046 ,11.6 ,0.588 ,
13.1 ,7.5 ,1853 ,10.6 ,2.3 ,14.2 ,8.6 ,15.114 ,0.033 ,10.1 ,0.304 ,
15.3 ,7.5 ,1870 ,8.8 ,2.1 ,15.0 ,11.6 ,11.829 ,0.040 ,11.3 ,0.372 ,
7.4 ,7.8 ,181 ,13.1 ,0.8 ,2.8 ,8.4 ,2.593 ,0.042 ,1.3 ,0.734 ,
4.6 ,7.6 ,209 ,13.0 ,1.0 ,3.5 ,4.8 ,2.215 ,0.057 ,2.0 ,0.315 ,
9.6 ,7.6 ,216 ,11.9 ,1.0 ,3.7 ,8.4 ,2.131 ,0.063 ,1.7 ,0.394 ,
15.5 ,7.6 ,159 ,9.9 ,0.9 ,3.4 ,10.4 ,3.343 ,0.040 ,1.6 ,2.778 ,
21.8 ,9.1 ,191 ,11.7 ,3.5 ,5.2 ,10.8 ,1.174 ,0.045 ,2.5 ,0.262 ,
28.9 ,7.6 ,264 ,6.5 ,1.9 ,5.3 ,11.2 ,2.042 ,0.058 ,4.2 ,0.648 ,
27.0 ,7.7 ,242 ,7.5 ,0.8 ,4.8 ,6.0 ,5.207 ,0.038 ,2.8 ,5.594 ,
23.7 ,7.7 ,274 ,7.8 ,1.0 ,3.9 ,6.8 ,2.852 ,0.016 ,2.1 ,0.624 ,
18.6 ,7.8 ,241 ,8.3 ,0.9 ,4.0 ,3.8 ,2.023 ,0.028 ,2.1 ,0.498 ,
12.7 ,8.3 ,300 ,11.1 ,1.5 ,4.2 ,4.6 ,2.041 ,0.031 ,2.3 ,0.127 ,
6.6 ,8.7 ,301 ,13.3 ,1.3 ,4.0 ,2.0 ,1.740 ,0.038 ,2.2 ,0.104 ,
4.9 ,8.0 ,241 ,14.2 ,1.1 ,3.7 ,3.0 ,2.441 ,0.028 ,1.9 ,0.148 ,
3.3 ,8.2 ,246 ,14.0 ,2.0 ,4.3 ,3.2 ,2.332 ,0.024 ,2.3 ,0.157 ,
5.0 ,8.2 ,264 ,16.9 ,2.1 ,4.2 ,3.2 ,2.465 ,0.026 ,2.3 ,0.118 ,
4.5 ,7.7 ,225 ,14.7 ,3.6 ,6.4 ,7.6 ,3.226 ,0.038 ,3.9 ,1.035 ,
8.2 ,7.6 ,181 ,11.6 ,1.4 ,5.9 ,13.6 ,3.916 ,0.043 ,3.1 ,4.073 ,
8.2 ,7.8 ,194 ,11.4 ,1.0 ,3.8 ,9.2 ,3.424 ,0.031 ,1.5 ,0.680 ,
11.2 ,7.2 ,116 ,11.3 ,1.9 ,5.0 ,16.6 ,3.873 ,0.053 ,2.6 ,14.083 ,
9.7 ,7.6 ,177 ,11.7 ,0.6 ,3.2 ,9.4 ,4.588 ,0.023 ,1.4 ,1.381 ,
14.5 ,7.4 ,169 ,10.8 ,1.8 ,3.6 ,8.4 ,3.448 ,0.022 ,2.1 ,2.280 ,
13.6 ,7.8 ,185 ,11.3 ,1.1 ,3.8 ,7.8 ,3.064 ,0.037 ,1.9 ,0.784 ,
15.2 ,7.6 ,144 ,10.2 ,1.2 ,3.5 ,7.8 ,2.859 ,0.026 ,2.1 ,2.576 ,
19.2 ,7.7 ,144 ,9.5 ,1.3 ,3.9 ,7.8 ,2.102 ,0.025 ,2.3 ,2.131 ,
25.8 ,7.1 ,235 ,6.1 ,2.9 ,6.5 ,10.8 ,2.587 ,0.048 ,4.2 ,0.413 ,
27.8 ,7.4 ,223 ,7.0 ,1.9 ,4.1 ,9.4 ,3.257 ,0.035 ,2.9 ,1.307 ,
31.0 ,7.8 ,251 ,9.6 ,2.5 ,5.5 ,12.8 ,1.903 ,0.035 ,2.9 ,0.282 ,
20.4 ,7.3 ,150 ,8.6 ,0.7 ,3.9 ,7.2 ,3.332 ,0.050 ,1.8 ,7.293 ,
18.8 ,7.2 ,115 ,8.5 ,0.3 ,3.5 ,6.4 ,2.304 ,0.039 ,1.9 ,6.163 ,
13.5 ,7.5 ,187 ,10.7 ,0.4 ,3.3 ,4.0 ,2.323 ,0.050 ,0.9 ,0.323 ,
6.6 ,8.0 ,211 ,13.9 ,1.0 ,3.3 ,3.4 ,1.940 ,0.063 ,1.7 ,0.153 ,
5.3 ,7.7 ,222 ,15.9 ,0.9 ,2.7 ,3.8 ,2.379 ,0.031 ,1.6 ,0.344 ,
5.5 ,7.7 ,212 ,13.1 ,1.2 ,2.8 ,8.4 ,2.827 ,0.043 ,1.5 ,0.451 ,
5.1 ,7.6 ,213 ,13.4 ,0.9 ,2.5 ,8.2 ,2.311 ,0.040 ,1.4 ,0.352 ,
6.2 ,7.6 ,222 ,14.9 ,1.4 ,2.7 ,6.6 ,2.510 ,0.046 ,1.7 ,0.343 ,
4.7 ,7.8 ,217 ,13.5 ,2.6 ,3.4 ,7.6 ,2.218 ,0.043 ,1.8 ,0.344 ,
4.6 ,7.7 ,232 ,13.2 ,3.0 ,3.7 ,12.2 ,2.319 ,0.063 ,2.0 ,0.305 ,
7.2 ,7.8 ,217 ,14.5 ,0.8 ,3.4 ,11.4 ,2.066 ,0.050 ,1.1 ,0.290 ,
7.5 ,7.6 ,238 ,11.8 ,1.7 ,3.9 ,17.2 ,2.165 ,0.056 ,1.7 ,0.426 ,
10.1 ,8.1 ,249 ,13.6 ,2.0 ,4.0 ,15.0 ,2.177 ,0.048 ,2.3 ,0.283 ,
12.1 ,7.6 ,163 ,10.4 ,1.3 ,3.6 ,11.0 ,2.629 ,0.036 ,1.3 ,1.480 ,
12.7 ,7.3 ,140 ,11.8 ,1.4 ,4.2 ,18.8 ,2.964 ,0.066 ,2.6 ,5.931 ,
14.3 ,7.7 ,155 ,9.6 ,2.1 ,4.3 ,23.0 ,2.180 ,0.057 ,1.8 ,3.107 ,
18.8 ,7.6 ,147 ,8.5 ,1.9 ,4.2 ,11.0 ,1.915 ,0.039 ,1.9 ,0.994 ,
19.6 ,7.4 ,149 ,8.3 ,1.5 ,4.7 ,15.8 ,2.184 ,0.093 ,2.3 ,3.216 ,
19.4 ,7.6 ,153 ,8.2 ,1.9 ,5.9 ,22.6 ,1.671 ,0.106 ,3.1 ,7.398 ,
20.4 ,7.5 ,157 ,8.7 ,0.9 ,3.8 ,15.4 ,2.067 ,0.056 ,2.2 ,1.014 ,
26.7 ,8.5 ,181 ,10.8 ,3.2 ,5.5 ,9.6 ,1.123 ,0.077 ,2.7 ,0.262 ,
25.2 ,7.8 ,197 ,9.8 ,2.7 ,5.3 ,7.2 ,0.927 ,0.111 ,3.0 ,0.126 ,
23.0 ,7.6 ,224 ,7.2 ,3.7 ,7.3 ,13.2 ,1.128 ,0.152 ,3.8 ,0.094 ,
24.6 ,7.9 ,265 ,9.8 ,3.6 ,8.8 ,15.6 ,2.709 ,0.146 ,4.9 ,0.274 ,
25.0 ,7.9 ,232 ,7.8 ,3.0 ,6.5 ,12.0 ,2.019 ,0.056 ,4.1 ,0.540 ,
25.3 ,8.6 ,248 ,11.6 ,3.8 ,7.4 ,14.2 ,1.952 ,0.046 ,4.9 ,0.214 ,
