Flow,Temp,pH,DO,BOD,COD,SS,EC,TN,TP,TOC
4.049,26.4,7.9,8.4,2.8,6.7,17.6,340,3.343,0.095,3.9
4.556,29.7,7.9,7.9,0.7,3.8,7.8,342,2.762,0.077,2.6
109.377,22.6,7.5,8.7,2.1,10.1,80.8,174,3.476,0.245,4.6
11.399,24.8,8,8.5,1,3.7,11.3,306,3.693,0.072,2.3
10.796,17.5,8,9.3,0.7,3.3,8.1,253,3.655,0.078,2
22.81,11.2,7.9,11,2.3,6,42.4,237,3.76,0.141,3.1
14.238,7.9,7.5,13,1.6,4.1,16.1,266,3.914,0.073,2.5
5.958,6.7,7.6,13.5,1,3.4,5.1,292,4.76,0.052,2.1
5.663,6.8,7.6,12.9,1.1,3.6,5,303,5.329,0.054,2.3
7.689,11.7,7.6,11.4,1.2,3.9,5.3,283,5.295,0.051,2
10.348,14.8,7.6,10.5,1.7,4.1,10.7,239,3.536,0.049,2
5.39,23.5,7.7,8.9,1.7,4.6,8,273,3.434,0.051,2.6
2.504,26.5,7.7,8.8,2.2,6.1,12.4,329,3.05,0.053,3.9
34.976,24.7,7.6,8.2,1.4,5.2,22.9,241,2.987,0.076,3.4
6.975,25.6,7.8,7.9,1.8,5.3,16.2,294,2.397,0.059,2.9
4.647,25.6,7.8,8.6,1.7,3.9,7.6,301,2.626,0.041,1.8
3.123,20.3,8.2,9.8,2.5,4.5,10.5,404,3.487,0.031,2.5
6.844,14.5,8,10.3,1.4,4.8,9.5,373,3.514,0.047,2.9
5.312,10.3,8.1,12,1.6,4.4,13.3,399,4.314,0.036,2.9
3.852,4.2,7.9,12.5,1.5,4.4,15.5,431,5.375,0.033,2.9
3.931,5.7,7.7,13.3,1.5,4.9,14.6,436,5.845,0.032,2.9
7.743,13,7.7,10.6,1.9,4.6,14.4,342,4.902,0.034,2.6
12.425,17.1,7.7,9.9,1.7,4.7,17,288,3.88,0.031,3.2
6.853,22.1,7.7,8.8,1.6,4.6,14.9,298,3.16,0.034,2.7
3.887,24.3,7.5,7.7,2.7,6.4,13.7,383,3.309,0.045,6.1
69.562,26.8,7.4,7.1,1.6,6.9,50.5,212,3.545,0.165,3.8
2.017,31.4,8.4,8,0.9,4.6,3.6,359,3.05,0.049,2.9
53.894,24.3,7.8,7.5,0.7,5.5,20.5,224,3.363,0.079,4.1
33.379,19.4,7.6,8.4,0.9,5.1,24.2,233,3.929,0.083,2.7
7.542,13.4,7.7,10.1,0.7,3.4,4.6,347,4.797,0.038,1.9
5.916,10.1,7.5,11.3,1.3,4.2,3.8,383,6.034,0.03,2.3
